date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-12-09,0,left,Sausage,Price for one,4.3,43.74,0_left.webp,https://scrandle.com/media/o/GQ27KJgW8AAYcli.webp
2025-12-09,0,right,Pie and mushy peas,,3.5,10.88,0_right.webp,https://scrandle.com/media/o/FsKU4kYWAAA3MRL.webp
2025-12-09,1,left,Prime and a hot dog,,11.2,40.8,1_left.webp,https://scrandle.com/media/o/FjZn-CSWQBAUXsB.webp
2025-12-09,1,right,Chicken katsu burger,,7.0,26.1,1_right.webp,https://scrandle.com/media/o/F23rtltXoAA_-5u.webp
2025-12-09,2,left,Pizza slice and a beer,,18.0,34.45,2_left.webp,https://scrandle.com/media/o/FNwGSJGX0AYWP3k.webp
2025-12-09,2,right,Salt and pepper crispy chicken loaded fries,,,77.8,2_right.webp,https://scrandle.com/media/o/GJy8eN3XAAEBshw.webp
2025-12-09,3,left,Burger,,4.0,15.8,3_left.webp,https://scrandle.com/media/o/GIBrjqgXcAAaK2L.webp
2025-12-09,3,right,Horseradish and red onion on bread,,1.4,40.6,3_right.webp,https://scrandle.com/media/o/Fn0qXKnXoA8w9A4.webp
2025-12-09,4,left,Lamb meat and chips box,With barbecue sauce,10.35,60.49,4_left.webp,https://scrandle.com/media/o/IMG_4034.webp
2025-12-09,4,right,Chicken carvery,,12.5,47.92,4_right.webp,https://scrandle.com/media/o/GYQvpRFXAAAtPMG_a3KYprQ.webp
2025-12-09,5,left,Garlic and tomato sausage and scrambled tofu bap,With hash browns,10.0,75.37,5_left.webp,https://scrandle.com/media/o/FdrLYXlWQAEVjZS.webp
2025-12-09,5,right,Hot dog,,6.9,27.45,5_right.webp,https://scrandle.com/media/o/GhBRoOaXoAAx5qy.webp
2025-12-09,6,left,Cheesesteak sub,,8.0,61.58,6_left.webp,https://scrandle.com/media/o/GztIIr7XIAALU3_.webp
2025-12-09,6,right,Chicken goujons,,6.0,22.32,6_right.webp,https://scrandle.com/media/o/FXzw65_UUAE7kqD.webp
2025-12-09,7,left,Cod and chips,"With mushy peas, halloumi and chaat masala",9.0,70.2,7_left.webp,https://scrandle.com/media/o/FF78FqKWQAEx2W7.webp
2025-12-09,7,right,"Steak, bacon and onion baguette",,6.5,52.18,7_right.webp,https://scrandle.com/media/o/FJkhvi2WYAACbrZ.webp
2025-12-09,8,left,Tropeiro,"Pork, rice, beans, egg and crackling",3.0,70.86,8_left.webp,https://scrandle.com/media/o/FeaoSp1XwAEF7_B.webp
2025-12-09,8,right,Pie,,,23.95,8_right.webp,https://scrandle.com/media/o/GPV0teaWIAA_EAZ.webp
2025-12-09,9,left,"Pie, mash and liquor",,,33.0,9_left.webp,https://scrandle.com/media/o/GiP1XmHXYAAsX64.webp
2025-12-09,9,right,Burger,,5.8,25.24,9_right.webp,https://scrandle.com/media/o/GIqejC8WcAAjzGS.webp
