date,match_id,side,title,subtitle,price,rating,image_name,image_url
2026-01-02,0,left,Sweet chili and lime shredded chicken flatbread,,10.0,89.12,0_left.webp,https://scrandle.com/media/o/Gg8OgyeW0AAXh2Q.webp
2026-01-02,0,right,Jockey whopper burger,"3 burgers, 3 bacon, 3 sausage, 3 cheese",10.0,89.07,0_right.webp,https://scrandle.com/media/o/Gog1zH_XcAAr5Ek.webp
2026-01-02,1,left,Double bacon cheeseburger,,6.5,89.49,1_left.webp,https://scrandle.com/media/o/GrAq9LAWoAA29st.webp
2026-01-02,1,right,Chicken katsu fries,,,89.44,1_right.webp,https://scrandle.com/media/o/FUaC5azWAAAEDQp.webp
2026-01-02,2,left,Flatbreads,With mixed tandoori chicken and spiced lamb,8.5,89.89,2_left.webp,https://scrandle.com/media/o/GZys3ubXIAEmQfe.webp
2026-01-02,2,right,Disco fries,,5.0,89.56,2_right.webp,https://scrandle.com/media/o/GmL2OKOWoAAxHah.webp
2026-01-02,3,left,Buffalo chicken fries,,10.0,90.12,3_left.webp,https://scrandle.com/media/o/FbSBr1wXkAYlbet.webp
2026-01-02,3,right,Lebanese chicken flatbread,,5.0,90.34,3_right.webp,https://scrandle.com/media/o/FFnnUotXwAsFHVu.webp
2026-01-02,4,left,Double smash burger,,6.5,90.59,4_left.webp,https://scrandle.com/media/o/GZ78HC5WsAAT9Ij.webp
2026-01-02,4,right,Loaded buttermilk chicken,With waffle fries,11.9,90.39,4_right.webp,https://scrandle.com/media/o/GgIhGI1W4AAEagZ.webp
2026-01-02,5,left,Slider box,"6 burgers, 4 mozzarella sticks, beer-battered onion rings, tater tots",20.8,90.84,5_left.webp,https://scrandle.com/media/o/GZOdCPTWQAApMo-.webp
2026-01-02,5,right,Two lamb yiros,With chips,6.15,91.2,5_right.webp,https://scrandle.com/media/o/GZYRBMiWkAAx9cf.webp
2026-01-02,6,left,Chicken box,,6.0,91.9,6_left.webp,https://scrandle.com/media/o/GtvOi98WsAABIii.webp
2026-01-02,6,right,Ruby Special,"2 sausages, 2 bacon, 2 quarter pound patties and cheese",5.5,91.83,6_right.webp,https://scrandle.com/media/o/GEIu5ahW8AAEMV9.webp
2026-01-02,7,left,Dirty canary,"Garlic chicken, bacon scraps, cheddar fondue, bbq, aioli and crispy onions",6.0,92.68,7_left.webp,https://scrandle.com/media/o/Gli7h70XYAA5f8d.webp
2026-01-02,7,right,Crispy Korean chicken in spicy glaze,On a bed of fries,12.0,92.03,7_right.webp,https://scrandle.com/media/o/Gaw3mPrXUAAFc-y.webp
2026-01-02,8,left,Tropeiro,"Beans, rice, fried egg, crackling, pork steak, tomato sauce, and cabbage",3.0,92.9,8_left.webp,https://scrandle.com/media/o/GAXUt5gXoAEDKA0.webp
2026-01-02,8,right,Cheeseburger,With waffle fries,7.0,95.15,8_right.webp,https://scrandle.com/media/o/GahCTIQXoAAqg8a.webp
2026-01-02,9,left,Buffalo chicken,With waffle fries,6.0,95.63,9_left.webp,https://scrandle.com/media/o/Gw9nSsiXoAAK0L1.webp
2026-01-02,9,right,Double bacon cheeseburger,With chips,6.0,95.89,9_right.webp,https://scrandle.com/media/o/FT3zccIWUAIvNHu.webp
