date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-08-02,0,left,Yakisoba,Stir fried noodles with beer,7.0,91.2,0_left.webp,https://scrandle.com/media/o/Fy-VQkdWcAEsTZE.webp
2025-08-02,0,right,Pork and stuffing roll,With crackling,8.0,18.7,0_right.webp,https://scrandle.com/media/o/FIMbXfLXsAA44os.webp
2025-08-02,1,left,Chicken and chips,,6.5,90.8,1_left.webp,https://scrandle.com/media/o/FeVRktAXgAAJ5dk.webp
2025-08-02,1,right,Mince beef and aloo dosa,,8.0,81.2,1_right.webp,https://scrandle.com/media/o/FUPwITiXsAYwAt2.webp
2025-08-02,2,left,Pepperoni pizza,With alcoholic drink,15.0,17.9,2_left.webp,https://scrandle.com/media/o/FlPw8YrXgAAqM0s.webp
2025-08-02,2,right,Pulled pork and beef sandwiches with gravy,"Three sandwiches, with pints of Stella",13.5,92.4,2_right.webp,https://scrandle.com/media/o/F43lRCcWMAA-QZf.webp
2025-08-02,3,left,Onion bhajis and chips,With mint yoghurt,3.0,86.2,3_left.webp,https://scrandle.com/media/o/FOeDWXGWUAE2dNl.webp
2025-08-02,3,right,Pizza and Peroni,,9.0,76.1,3_right.webp,https://scrandle.com/media/o/FaIUNv6WIAc8dQe.webp
2025-08-02,4,left,New York loaded fries,"Pastrami, mustard, crispy onions and pickles",10.0,84.1,4_left.webp,https://scrandle.com/media/o/F3_Bs5MWYAAFUq4.webp
2025-08-02,4,right,Holy f*ck pork rib pie,With mash and gravy,5.0,89.0,4_right.webp,https://scrandle.com/media/o/FOTv0dQXMAMs7fh.webp
2025-08-02,5,left,Jerk chicken salad,,7.5,49.3,5_left.webp,https://scrandle.com/media/o/FKReHrRXEAIg-xq.webp
2025-08-02,5,right,Boneless chicken bites,With BBQ bacon loaded fries,8.95,93.5,5_right.webp,https://scrandle.com/media/o/FgOqjhgWIAEt325.webp
2025-08-02,6,left,Cheeseburger,,6.3,10.2,6_left.webp,https://scrandle.com/media/o/FdR_VjpXkAAikBZ.webp
2025-08-02,6,right,Berries,Free from a bush,0.0,73.7,6_right.webp,https://scrandle.com/media/o/F3ltS9iWIAMCRkv.webp
2025-08-02,7,left,Pepperoni and cheese rolls,With salsa dip,7.5,77.3,7_left.webp,https://scrandle.com/media/o/FpxW_4zWYAEU2iK.webp
2025-08-02,7,right,Cheeseburger,With pulled pork and fried chicken,7.0,90.4,7_right.webp,https://scrandle.com/media/o/FgAb6M0XgAgNhjN.webp
2025-08-02,8,left,Nuggets and chips,,3.5,71.8,8_left.webp,https://scrandle.com/media/o/FrmRq-CWAAAyo51.webp
2025-08-02,8,right,Chilli cheese chips,,3.0,84.1,8_right.webp,https://scrandle.com/media/o/FlYrHSTXkAIWSPs.webp
2025-08-02,9,left,Loaded fries and loaded hot dog,,8.0,82.5,9_left.webp,https://scrandle.com/media/o/FRmZYpjXIAAfLyi.webp
2025-08-02,9,right,Chicken burger,With fries and drink,9.0,84.0,9_right.webp,https://scrandle.com/media/o/FNf6lRVUUAUG3d-.webp
