date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-11-20,0,left,Hot Dog,,4.0,35.49,0_left.webp,https://scrandle.com/media/o/Go4GEFbX0AAxo8M.webp
2025-11-20,0,right,Sausage and chips,,5.6,22.22,0_right.webp,https://scrandle.com/media/o/GorRT0bXEAE_SUH.webp
2025-11-20,1,left,Tray of fries,,4.52,30.26,1_left.webp,https://scrandle.com/media/o/GYREkRrWYAAfUnF.webp
2025-11-20,1,right,Jacket potato,"With chicken curry (also available: chili and cheese, beans)",5.0,24.69,1_right.webp,https://scrandle.com/media/o/GKG_5pOW0AEzfP6.webp
2025-11-20,2,left,Chip Butty,,2.6,33.02,2_left.webp,https://scrandle.com/media/o/FEQLI01XoAEFqWq.webp
2025-11-20,2,right,Oatcake Mix,,4.0,19.08,2_right.webp,https://scrandle.com/media/o/FFeM9_NWQAIlozV.webp
2025-11-20,3,left,5 Zsíros kenyér,With 5 pints,18.0,18.05,3_left.webp,https://scrandle.com/media/o/GpjPgW6XYAAz-d4.webp
2025-11-20,3,right,Chicken schnitzel burger,With chips,10.8,44.84,3_right.webp,https://scrandle.com/media/o/GHF-d6bW8AAXLjV.webp
2025-11-20,4,left,Doner kebab,,7.0,65.22,4_left.webp,https://scrandle.com/media/o/FNHMNerXMAAFsqr.webp
2025-11-20,4,right,Burundi style beef chapati,With plantain,10.0,36.7,4_right.webp,https://scrandle.com/media/o/Fc9oZSyWAAMgT6i.webp
2025-11-20,5,left,Prime,,4.5,21.11,5_left.webp,https://scrandle.com/media/o/FlP7HK9XoAIiRzI.webp
2025-11-20,5,right,A pint of Stella,In a Budweiser cup,11.0,40.57,5_right.webp,https://scrandle.com/media/o/Fv8-QtxX0AEFu9R.webp
2025-11-20,6,left,Free oysters,,0.0,23.32,6_left.webp,https://scrandle.com/media/o/GHchd6eX0AA51JJ.webp
2025-11-20,6,right,Hot Dog,,3.0,15.05,6_right.webp,https://scrandle.com/media/o/FDxbol8XoAgChls.webp
2025-11-20,7,left,Sausage in lompe,,3.5,50.2,7_left.webp,https://scrandle.com/media/o/Ff7Q1koWIAAWnW_.webp
2025-11-20,7,right,Churros with chocolate dip,,5.0,85.8,7_right.webp,https://scrandle.com/media/o/Frr8u_SWYAAJa2A.webp
2025-11-20,8,left,5 sugar doughnuts,,5.0,63.52,8_left.webp,https://scrandle.com/media/o/FPLWj1WXsAIzVy3.webp
2025-11-20,8,right,Korean fried chicken burger,,11.0,36.37,8_right.webp,https://scrandle.com/media/o/FNE9439WUAETpmN.webp
2025-11-20,9,left,Chicken curry and chip butty,,3.0,86.0,9_left.webp,https://scrandle.com/media/o/F5rKu4wXcAANYiH.webp
2025-11-20,9,right,Fish and chips,With mushy peas and curry sauce,12.0,63.1,9_right.webp,https://scrandle.com/media/o/GGEZymaXUAAycz-.webp
