date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-11-21,0,left,Lemon tart,,2.5,79.7,0_left.webp,https://scrandle.com/media/o/FOI0xN4XwAArio0.webp
2025-11-21,0,right,Slice of Chocolate Cake,,0.3,94.4,0_right.webp,https://scrandle.com/media/o/GEDD8e9WYAA8TBd.webp
2025-11-21,1,left,Warm toffee apple crumble,,5.85,92.9,1_left.webp,https://scrandle.com/media/o/GAWTU5VWkAAvKaB.webp
2025-11-21,1,right,Homemade banana and chocolate cake,,1.0,85.5,1_right.webp,https://scrandle.com/media/o/F84hVOiWUAAHFtA.webp
2025-11-21,2,left,Frozen strawberries with ice cream,,4.0,86.8,2_left.webp,https://scrandle.com/media/o/F5k2G-6XIAAjuYZ.webp
2025-11-21,2,right,Chocolate and nut covered banana,,0.5,75.0,2_right.webp,https://scrandle.com/media/o/F37UfECWAAABB_Z.webp
2025-11-21,3,left,Berries,Free from a bush,0.0,73.7,3_left.webp,https://scrandle.com/media/o/F3ltS9iWIAMCRkv.webp
2025-11-21,3,right,Botervlaai,Sugar crumble pastry (free),0.0,87.5,3_right.webp,https://scrandle.com/media/o/FooKrvzWACI2zbf.webp
2025-11-21,4,left,Fried apple pancake,With vanilla,5.2,78.5,4_left.webp,https://scrandle.com/media/o/FoPH9k_XgAE70VW.webp
2025-11-21,4,right,Jaffa cake doughnut,,2.2,83.9,4_right.webp,https://scrandle.com/media/o/FhTFcKdXwAAFzA2.webp
2025-11-21,5,left,Homemade chocolate cake,,1.0,80.9,5_left.webp,https://scrandle.com/media/o/FUE1K5zWQAE16Nj.webp
2025-11-21,5,right,Fried banana,,1.0,65.7,5_right.webp,https://scrandle.com/media/o/FSQusofXsAAdSf8.webp
2025-11-21,6,left,S’mores Quesadilla,"Nutella, mini marshmallows, and graham cracker crumble",9.6,83.74,6_left.webp,https://scrandle.com/media/o/GmbGsCXWYAAtaAW.webp
2025-11-21,6,right,Apple crumble and custard,,3.5,48.95,6_right.webp,https://scrandle.com/media/o/GUr7uTJWAAAKkXJ.webp
2025-11-21,7,left,Apple crumble,With custard,,37.13,7_left.webp,https://scrandle.com/media/o/Gf_00A3WkAAMt8Q.webp
2025-11-21,7,right,Unicorn pancakes,With confetti syrup,6.2,44.65,7_right.webp,https://scrandle.com/media/o/FQqZ2zmXIAA68zo.webp
2025-11-21,8,left,Walking on Sunshine Freakshake,,11.4,55.08,8_left.webp,https://scrandle.com/media/o/GXypNm_XYAAZEGq.webp
2025-11-21,8,right,Biscoff cake,,5.5,68.16,8_right.webp,https://scrandle.com/media/o/GY_UuneW8AAiCe2_RwM6rBl.webp
2025-11-21,9,left,Warm toffee apple crumble,,5.85,68.09,9_left.webp,https://scrandle.com/media/o/Gak4UI8XMAAV2JA.webp
2025-11-21,9,right,Apple and mince pie crumble,With custard,6.0,23.31,9_right.webp,https://scrandle.com/media/o/Gf05BHOWcAA3tns.webp
