date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-05-27,0,left,Margherita pizza,,10.0,83.6,0_left.webp,https://scrandle.com/media/o/FXtQS5UUIAMKv28.webp
2025-05-27,0,right,Barbecue skewers,,1.5,92.2,0_right.webp,https://scrandle.com/media/o/Fwrv5zUXwAAPcmA.webp
2025-05-27,1,left,Popcorn chicken and chips,,10.5,36.3,1_left.webp,https://scrandle.com/media/o/Fu3u4_wWYAEG2G7.webp
2025-05-27,1,right,Lamb rogan josh,"Half rice, half chips",7.5,87.9,1_right.webp,https://scrandle.com/media/o/F4UA6E3WkAAQHy1.webp
2025-05-27,2,left,"Sausage, chips and gravy",,5.0,84.6,2_left.webp,https://scrandle.com/media/o/FlLEn8SWAAIhU_R.webp
2025-05-27,2,right,Pie and mash,,4.5,64.4,2_right.webp,https://scrandle.com/media/o/FoYGZkZXgAM0FFE.webp
2025-05-27,3,left,Loaded roast potatoes,With beef and gravy,5.5,72.6,3_left.webp,https://scrandle.com/media/o/GVQ91PQWMAAogeq.webp
2025-05-27,3,right,Korean chicken and chips,,6.5,93.3,3_right.webp,https://scrandle.com/media/o/GGnk6HeWUAA9odl.webp
2025-05-27,4,left,Bacon double cheeseburger,,8.0,84.6,4_left.webp,https://scrandle.com/media/o/FrhKQ5pXgAcQybV.webp
2025-05-27,4,right,Chicken tikka dirty fries,,5.0,94.9,4_right.webp,https://scrandle.com/media/o/Ffw-W1EXEAcQuGa.webp
2025-05-27,5,left,Hot dog,,5.3,9.3,5_left.webp,https://scrandle.com/media/o/Fw1HPpaXgAAOjbd.webp
2025-05-27,5,right,Kebab,,9.5,66.7,5_right.webp,https://scrandle.com/media/o/F_ZJ5HWW8AA9ydv.webp
2025-05-27,6,left,Cheeseburger,,6.3,10.2,6_left.webp,https://scrandle.com/media/o/FdR_VjpXkAAikBZ.webp
2025-05-27,6,right,Sticky rice and coconut,,0.45,51.3,6_right.webp,https://scrandle.com/media/o/FR0tJGKXoAIxiGc.webp
2025-05-27,7,left,Waffle with Nutella,,2.5,57.0,7_left.webp,https://scrandle.com/media/o/FNfhmL3WYAUGiA3.webp
2025-05-27,7,right,Jerk chicken,,5.0,55.5,7_right.webp,https://scrandle.com/media/o/FRHXr6cXwAwasG1.webp
2025-05-27,8,left,Curry cheese chips,,6.0,55.2,8_left.webp,https://scrandle.com/media/o/FWWhk41WAAEegRR.webp
2025-05-27,8,right,Lamb and chicken tikka naans,,9.95,93.6,8_right.webp,https://scrandle.com/media/o/Fqc-y8zWAAEUQWC.webp
2025-05-27,9,left,Ruby Special,"2 sausages, 2 bacon, 2 quarter pounders, cheese, chicken breast fillet, 3 onion rings",8.0,90.4,9_left.webp,https://scrandle.com/media/o/GD0IK_EXUAAaPy0.webp
2025-05-27,9,right,Chicken box,,6.0,95.2,9_right.webp,https://scrandle.com/media/o/Ga_UGJsawAE21no.webp
