date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2025-10-09,0,left,1479516248996294659,https://x.com/FootyScran/status/1479516248996294659,5.0,87.15,2022,707,1229,Man City Women,ENG,0_left.webp,https://scrandle.com/media/o/FIhMLwVXMAMOpQg.webp,scrandle,center,532.3823726507011
2025-10-09,0,right,1774886684473061458,https://x.com/maceyorton/status/1774886684473061458,8.0,74.86,2024,12,219,Birmingham City,ENG,0_right.webp,https://scrandle.com/media/o/GKGqB2CWgAAsaOX.webp,scrandle,center,507.6788083385652
2025-10-09,1,left,1573720723843170305,https://x.com/FootyScran/status/1573720723843170305,4.2,16.61,2022,4,2,Peterborough United,ENG,1_left.webp,https://scrandle.com/media/o/Fdb6pP-XEAY86_d.webp,scrandle,center,232.3455827331545
2025-10-09,1,right,1690780605959520258,https://x.com/FootyScran/status/1690780605959520258,5.5,50.36,2023,324,2,Brighton and Hove Albion,ENG,1_right.webp,https://scrandle.com/media/o/F3bb_9hWEAAG0Go.webp,scrandle,center,336.862093745835
2025-10-09,2,left,1608161718122717184,https://x.com/FootyScran/status/1608161718122717184,4.0,57.41,2022,1967,2,Oxford City FC,ENG,2_left.webp,https://scrandle.com/media/o/FlFWjjxWYAAI-MR.webp,scrandle,center,301.9856051496403
2025-10-09,2,right,1462498134429511684,https://x.com/FootyScran/status/1462498134429511684,6.0,44.05,2021,1396,100,Norwich City,ENG,2_right.webp,https://scrandle.com/media/o/FEvWTGFXoAgyyDW.webp,scrandle,center,348.206868234007
2025-10-09,3,left,1665807558001524736,https://x.com/FootyScran/status/1665807558001524736,2.0,59.37,2023,499,2,Atlante,MEX,3_left.webp,https://scrandle.com/media/o/Fx4jJOMWYAEHAQM.webp,scrandle,center,234.81030963520163
2025-10-09,3,right,1458799852561879055,https://x.com/FootyScran/status/1458799852561879055,6.5,70.59,2021,1397,5,Hungerford Town,ENG,3_right.webp,https://scrandle.com/media/o/FD6ytzgWUAY3sAK.webp,scrandle,center,480.3072771705628
2025-10-09,4,left,1851725420535910857,https://x.com/DeepaPremchand/status/1851725420535910857,,70.63,2024,1030,1230,Manchester United,ENG,4_left.webp,https://scrandle.com/media/o/GbKmc22WQAAcnoT.webp,scrandle,center,326.7088427189466
2025-10-09,4,right,1822563308227985817,https://x.com/TAB_FB/status/1822563308227985817,9.0,35.27,2024,708,564,Worksop Town,ENG,4_right.webp,https://scrandle.com/media/o/GUsLq2XXcAEv83g.webp,scrandle,center,403.8042888965705
2025-10-09,5,left,1521523886487187457,https://x.com/FootyScran/status/1521523886487187457,3.8,78.9,2022,17,2,Paris FC,FRA,5_left.webp,https://scrandle.com/media/o/FR2J6INWYAAp__e.webp,scrandle,bottom,476.988727057562
2025-10-09,5,right,1811672254939365417,https://x.com/MottysMic/status/1811672254939365417,4.2,45.27,2024,709,2,The New Saints FC,WAL,5_right.webp,https://scrandle.com/media/o/GSRaTXYWAAAoxf3.webp,scrandle,center,291.6485102620199
2025-10-09,6,left,1768011002530992599,https://x.com/Sam_3llis/status/1768011002530992599,,20.95,2024,368,2,Havant & Waterlooville FC,ENG,6_left.webp,https://scrandle.com/media/o/GIk8n2OWgAAL0KN.webp,scrandle,center,371.3329013354563
2025-10-09,6,right,1862884442580103632,https://x.com/Mat_McCormick/status/1862884442580103632,5.1,38.37,2024,8,2,Morecambe,ENG,6_right.webp,https://scrandle.com/media/o/GdpLhlbWIAA3Qcj.webp,scrandle,center,306.6742675701289
2025-10-09,7,left,1649385682467532803,https://x.com/FootyScran/status/1649385682467532803,6.5,12.41,2023,3,2,"Gotham FC, Red Bull Arena",USA,7_left.webp,https://scrandle.com/media/o/FuPLbeIWYAIWL36.webp,scrandle,center,212.82029312847757
2025-10-09,7,right,1535002468333015041,https://x.com/FootyScran/status/1535002468333015041,5.0,23.68,2022,46,2,The Etihad,ENG,7_right.webp,https://scrandle.com/media/o/FU1smylWYAgdv0z.webp,scrandle,center,327.7839766331936
2025-10-09,8,left,1860273267124109673,https://x.com/SportScran/status/1860273267124109673,,14.14,2024,8,2,Unknown Location,ENG,8_left.webp,https://scrandle.com/media/o/GdEErG1XQAACJBG.webp,scrandle,center,128.32349430473374
2025-10-09,8,right,1687247558077276160,https://x.com/FootyScran/status/1687247558077276160,21.0,46.8,2023,496,830,Orlando City SC,USA,8_right.webp,https://scrandle.com/media/o/F2pOtXjWAAA2DnR.webp,scrandle,center,385.8332850734548
2025-10-09,9,left,1502691744579833864,https://twitter.com/FootyScran/status/1502691744579833864,4.0,34.1,2022,22,163,Rochdale,ENG,9_left.webp,https://scrandle.com/media/o/FNqiLOjXwAoJyI6.webp,scrandle,center,235.75443614483623
2025-10-09,9,right,1534609441055711233,https://twitter.com/FootyScran/status/1534609441055711233,0.0,27.4,2022,472,552,Wembley,ENG,9_right.webp,https://scrandle.com/media/o/FUwHJrQWUAM_Q0H.webp,scrandle,center,140.46748283737597
