date,match_id,side,title,subtitle,price,rating,image_name,image_url
2026-02-20,0,left,Terry's Pyramint,A pyramid of dark chocolate surrounding mint creme,,48.41,0_left.webp,https://scrandle.com/media/o/71f76fb326027661be5b985fbc23f86d.webp
2026-02-20,0,right,Bendicks Mingles,Trapezoidal chocolates with mint,,51.59,0_right.webp,https://scrandle.com/media/o/7323ed09921583f158601f0b8238a8a3.webp
2026-02-20,1,left,Smiths' Cheese-Flavoured Moments,Cereal snack with soft cheesy center,,75.09,1_left.webp,https://scrandle.com/media/o/af7a55b15387e4ca0d70539b6daea0cf.webp
2026-02-20,1,right,Smiths' Crispy Tubes,,,24.91,1_right.webp,https://scrandle.com/media/o/c7c2e243677e67e7c69e2ac8bc2b8f9d.webp
2026-02-20,2,left,Dark Chocolate Bounty,Soft coconut filling enrobed in dark chocolate,,51.82,2_left.webp,https://scrandle.com/media/o/9a35d426bf3519eb5707eb2e73480644.webp
2026-02-20,2,right,Milkybar Wowsomes,Low-sugar milk and white chocolate with crispy oats,,48.18,2_right.webp,https://scrandle.com/media/o/868fe98e53f5a433da6e74e906b7a93d.webp
2026-02-20,3,left,Heinz Toast Toppers,Thick spread for grilling over toast,,55.52,3_left.webp,https://scrandle.com/media/o/9c06d32b43e1e5f5d80f85e1df9dc3ce.webp
2026-02-20,3,right,Pot Casserole,Instant casserole in cup noodle form factor; just add boiling water,,44.48,3_right.webp,https://scrandle.com/media/o/08b40fb0c1b92e068a0fc24608e80bd7.webp
2026-02-20,4,left,Brannigans Roast Beef & Mustard,Also available in smoked ham and pickle,,88.58,4_left.webp,https://scrandle.com/media/o/affe5475d994fadf5f29e5cc7976349d.webp
2026-02-20,4,right,Tudor Specials Gammon & Pineapple,,,11.42,4_right.webp,https://scrandle.com/media/o/305078cbb4166610cd63974714437150.webp
2026-02-20,5,left,Spanish Gold Sweet Tobacco,Coconut strands dusted in chocolate and sugar,,34.74,5_left.webp,https://scrandle.com/media/o/757ff263e22dc3c481deaeecfef929a3.webp
2026-02-20,5,right,Chocolate cigarettes,Chocolate stick in edible paper,,65.26,5_right.webp,https://scrandle.com/media/o/7893420fa7888d0ec7ae31958b8d3474.webp
2026-02-20,6,left,Secret bar,Chocolate lattice surrounding creamy mousse,,82.42,6_left.webp,https://scrandle.com/media/o/6c557f75a562d3df3e23eee4b5380f85.webp
2026-02-20,6,right,Amazin' Raisin Bar,Chocolate covered nougat and caramel with raisins,,17.58,6_right.webp,https://scrandle.com/media/o/5bc4d1d28baf4b09fcc1ebe98d0ab900.webp
2026-02-20,7,left,Hubba Bubba Bubble Jug,"Jug of powder with gum pieces, ""shake n' chug""",,50.76,7_left.webp,https://scrandle.com/media/o/bf331bf12aa6db1196e100dd8119c85c.webp
2026-02-20,7,right,Fizzy Spangles,Fruit-flavoured boiled sweeties,,49.24,7_right.webp,https://scrandle.com/media/o/4560e686aa54171e1c4656375084f6a0.webp
2026-02-20,8,left,Vice Versas,Mixed chocolate capsules encased in their inverse,,19.35,8_left.webp,https://scrandle.com/media/o/bb50cacd046cffe179c74b4c5e125ec0.webp
2026-02-20,8,right,Mars Delight,Chocolate and caramel fondant with wafer ripple in chocolate,,80.65,8_right.webp,https://scrandle.com/media/o/7700e3ac2c4e7650a62c6381572e0f33.webp
2026-02-20,9,left,Heinz Baked Beans Pizza,With cheese,,89.89,9_left.webp,https://scrandle.com/media/o/727f23d97da13320e56d8d3731417249.webp
2026-02-20,9,right,Baked beans,In chocolate flavour sauce,,10.11,9_right.webp,https://scrandle.com/media/o/46cbfac1bfcb6c6495a40e6536f50557.webp
