date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-12-12,0,left,"Pie, chips and gravy",,5.5,86.4,0_left.webp,https://scrandle.com/media/o/G0lMNS_XcAA4vFJ.webp
2025-12-12,0,right,Salt and pepper chips,With a pint,7.5,84.1,0_right.webp,https://scrandle.com/media/o/F5lpsI2WUAAuOBi.webp
2025-12-12,1,left,Steak pie,"With chips, peas and gravy",5.0,58.8,1_left.webp,https://scrandle.com/media/o/FZ0IoFRXgAYqwuC.webp
2025-12-12,1,right,Rib meat roll,With hot sauce,8.0,80.9,1_right.webp,https://scrandle.com/media/o/FSzbM2OXwAA54kx.webp
2025-12-12,2,left,Bacon cheeseburger,,4.0,86.3,2_left.webp,https://scrandle.com/media/o/FPGnWjPXEAQisrf.webp
2025-12-12,2,right,Chicken gyros,,7.0,79.9,2_right.webp,https://scrandle.com/media/o/FMNHmssXoAkswRd.webp
2025-12-12,3,left,Kebapi Roll,With chilli flakes,5.4,85.1,3_left.webp,https://scrandle.com/media/o/FsDPBoCXoAEx01a.webp
2025-12-12,3,right,Cheese panini,,3.5,19.9,3_right.webp,https://scrandle.com/media/o/F2x4LyFXwAAVRLS.webp
2025-12-12,4,left,The Soul,"Pastrami, pickle, onion and mustard grilled cheese",7.0,88.2,4_left.webp,https://scrandle.com/media/o/Fcd4roCXoAEb2Fj.webp
2025-12-12,4,right,Lamb doner kebab,,8.5,87.9,4_right.webp,https://scrandle.com/media/o/GAgfN_EWYAAFEe_.webp
2025-12-12,5,left,Margherita pizza,,10.0,83.6,5_left.webp,https://scrandle.com/media/o/FXtQS5UUIAMKv28.webp
2025-12-12,5,right,Turkey and stuffing bap,With roast potatoes and gravy,7.0,92.9,5_right.webp,https://scrandle.com/media/o/GiOaEbPXEAEzTSq.webp
2025-12-12,6,left,Philly cheesesteak sub,,7.5,86.7,6_left.webp,https://scrandle.com/media/o/GqGwEUqXQAExU12.webp
2025-12-12,6,right,Double bacon cheeseburger,,6.0,91.6,6_right.webp,https://scrandle.com/media/o/FtG4Tv9XsAALj6H.webp
2025-12-12,7,left,Chicken bites and chips,With curry sauce,6.0,65.3,7_left.webp,https://scrandle.com/media/o/FJ80qy3XwAMc0vr.webp
2025-12-12,7,right,Shish kebab,,7.0,70.9,7_right.webp,https://scrandle.com/media/o/FLPe29VXoAUxJwx.webp
2025-12-12,8,left,Sweet chili and lime shredded chicken flatbread,,10.0,92.3,8_left.webp,https://scrandle.com/media/o/F7b0sDsXIAA5f_1.webp
2025-12-12,8,right,Loaded fries,Chilli con carne and cheese,7.0,92.8,8_right.webp,https://scrandle.com/media/o/GOA8er9WYAA7Zzq.webp
2025-12-12,9,left,Philly cheesesteak,,5.0,14.2,9_left.webp,https://scrandle.com/media/o/F-q3B3ZXsAA-D5W.webp
2025-12-12,9,right,Double cheeseburger,,6.0,94.5,9_right.webp,https://scrandle.com/media/o/Fnk92LrWAAEbnc9.webp
