date,match_id,side,title,subtitle,price,rating,image_name,image_url
2026-03-18,0,left,The Brooklyn Big Dog,,7.5,36.0,0_left.webp,https://scrandle.com/media/o/FGPpd55XIAIyNjv.webp
2026-03-18,0,right,Fried apple pancake,With vanilla,5.2,78.5,0_right.webp,https://scrandle.com/media/o/FoPH9k_XgAE70VW.webp
2026-03-18,1,left,Roast lamb,"With roast potatoes, yorkshire pudding and gravy",5.0,84.7,1_left.webp,https://scrandle.com/media/o/FgZnKd1WQAA8Dmc.webp
2026-03-18,1,right,Chicken box,,6.0,95.2,1_right.webp,https://scrandle.com/media/o/Ga_UGJsawAE21no.webp
2026-03-18,2,left,The gaffer burger,"6oz beef patty with lettuce, cheese, crispy chicken strips, bacon and crispy onions",9.0,92.1,2_left.webp,https://scrandle.com/media/o/GVMh_OaXYAA1C0e.webp
2026-03-18,2,right,Chicken biryani,,5.0,77.4,2_right.webp,https://scrandle.com/media/o/FOSY_4lXoAMbTXO.webp
2026-03-18,3,left,Sausage casserole buffet,With UNLIMITED beer,28.0,58.03,3_left.webp,https://scrandle.com/media/o/Fu-O8PwX0AIFPm_.webp
2026-03-18,3,right,Chicken and chips,,8.25,82.16,3_right.webp,https://scrandle.com/media/o/GVwBkixXkAA8TAn.webp
2026-03-18,4,left,The Skyrosa,Cheese coney on top of a pizza slice,9.5,37.2,4_left.webp,https://scrandle.com/media/o/F2ZpbdqX0AA3hJD.webp
2026-03-18,4,right,Sausage,,5.0,83.4,4_right.webp,https://scrandle.com/media/o/FfmMPyCXkAEmo0d.webp
2026-03-18,5,left,Jerk chicken,,5.0,55.5,5_left.webp,https://scrandle.com/media/o/FRHXr6cXwAwasG1.webp
2026-03-18,5,right,Pizza,,5.0,29.6,5_right.webp,https://scrandle.com/media/o/FhCNFxcWIAExQmp.webp
2026-03-18,6,left,Hot dog,"With bacon, cheese and a quail egg",2.4,79.5,6_left.webp,https://scrandle.com/media/o/F3gzqwWXgAE7EXY.webp
2026-03-18,6,right,"Butter pie, peas and gravy",,4.5,63.7,6_right.webp,https://scrandle.com/media/o/FKxIwL5XIAc44Ky.webp
2026-03-18,7,left,Cheesy bacon hotdog,,4.65,70.6,7_left.webp,https://scrandle.com/media/o/b93104ac130ab4fd7d0438a087c54e61.webp
2026-03-18,7,right,Hot dog and chips,,10.0,59.88,7_right.webp,https://scrandle.com/media/o/Gk_VH5TX0AAatRV.webp
2026-03-18,8,left,5 Zsíros kenyér,With 5 pints,18.0,15.87,8_left.webp,https://scrandle.com/media/o/GpjPgW6XYAAz-d4.webp
2026-03-18,8,right,Pizza slice and a beer,,18.0,26.89,8_right.webp,https://scrandle.com/media/o/FNwGSJGX0AYWP3k.webp
2026-03-18,9,left,Steak pie with gravy,,5.0,52.73,9_left.webp,https://scrandle.com/media/o/5cfa43beedba334abf9d2501d837eab3.webp
2026-03-18,9,right,"Pie, double mash and liquor",,,23.37,9_right.webp,https://scrandle.com/media/o/Gk9fkF3XQAA8r9C.webp
