date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-11-15,0,left,Steak and black pudding pie,,2.2,58.4,0_left.webp,https://scrandle.com/media/o/FO78jCgXEAYrjQD.webp
2025-11-15,0,right,Loaded fries and loaded hot dog,,8.0,82.5,0_right.webp,https://scrandle.com/media/o/FRmZYpjXIAAfLyi.webp
2025-11-15,1,left,Christmas dinner in a cup,,,15.25,1_left.webp,https://scrandle.com/media/o/GfVN2ngWwAAxBFM.webp
2025-11-15,1,right,Chips and cheese,,1.5,21.68,1_right.webp,https://scrandle.com/media/o/FjUjGAMXEAwsBWH.webp
2025-11-15,2,left,Beef brisket and pulled pork,In a roll,7.0,57.27,2_left.webp,https://scrandle.com/media/o/FOyWxtwWUA4FCBu.webp
2025-11-15,2,right,Spicy sausage,,2.8,44.03,2_right.webp,https://scrandle.com/media/o/FyG9-HuaUAYmOK6.webp
2025-11-15,3,left,Cheesesteak,With curly fries,13.0,42.73,3_left.webp,https://scrandle.com/media/o/GXc20ymXkAA3gLZ.webp
2025-11-15,3,right,Steak sandwich,With chips and a drink,24.0,60.42,3_right.webp,https://scrandle.com/media/o/GlcXB5UWoAAWH6m.webp
2025-11-15,4,left,Goat curry loaded fries,,12.0,77.34,4_left.webp,https://scrandle.com/media/o/GUnyyLnXcAAPn5P.webp
2025-11-15,4,right,Chips with Nutella,,3.3,28.47,4_right.webp,https://scrandle.com/media/o/GYvNtG-XAAQ4cDK.webp
2025-11-15,5,left,Mixed doner kebab,With a pint,13.4,70.2,5_left.webp,https://scrandle.com/media/o/F3VC9_4W0AA2ict.webp
2025-11-15,5,right,Lebanese chicken flatbread,,6.95,96.3,5_right.webp,https://scrandle.com/media/o/F27UmlKXEAAlEW3.webp
2025-11-15,6,left,Bulpit beast,With chips,6.5,67.36,6_left.webp,https://scrandle.com/media/o/FSLWB1-XsAEbpvX.webp
2025-11-15,6,right,"Pie, peas, chips and gravy",,5.5,23.83,6_right.webp,https://scrandle.com/media/o/GIfodCbWIAArfkJ.webp
2025-11-15,7,left,Reggae wings and peri chips,,10.0,91.7,7_left.webp,https://scrandle.com/media/o/FqdqYp_XoAAqmzR.webp
2025-11-15,7,right,Hot dog,,6.0,13.1,7_right.webp,https://scrandle.com/media/o/FwA7vqsWYAIP6Td.webp
2025-11-15,8,left,Make your own sandwich,,1.3,85.6,8_left.webp,https://scrandle.com/media/o/G0H0Un_W8AAjZ_W.webp
2025-11-15,8,right,Gloucester monster burger,,6.5,96.4,8_right.webp,https://scrandle.com/media/o/F07vj4rWIA0adXM.webp
2025-11-15,9,left,Pie and peas,,2.5,26.35,9_left.webp,https://scrandle.com/media/o/F8LATL6XsAole_2.webp
2025-11-15,9,right,Purple Korean corn dog,"Hot dog and mozzarella in ube batter, fried in panko, dusted with ube, with sweet and spicy honey",,46.96,9_right.webp,https://scrandle.com/media/o/G0fgeZGXQAA37ho.webp
