date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2025-11-14,0,left,100067,https://x.com/FootyScran/status/1982060580723720413,6.0,5.65,2025,1246,1358,1475,294,0_left.webp,https://scrandle.com/media/o/G4Gxlk1WUAAvXf3.webp,scrandle,center,99.46629103258246
2025-11-14,0,right,1936826660604526838,https://x.com/SportScran/status/1936826660604526838,5.15,13.95,2025,915,2,1065,23,0_right.webp,https://scrandle.com/media/o/GuD9k-KXMAA3kkJ.webp,scrandle,center,244.64939470179192
2025-11-14,1,left,1853857257718464624,https://x.com/SportScran/status/1853857257718464624,0.5,19.42,2024,94,2,105,39,1_left.webp,https://scrandle.com/media/o/Gbo5WXmX0AAWJz-.webp,scrandle,center,285.57969356588563
2025-11-14,1,right,1954248599422050582,https://x.com/TomAspden3/status/1954248599422050582,,21.62,2025,109,2,40,17,1_right.webp,https://scrandle.com/media/o/Gx7ivBfXMAA4ObP.webp,scrandle,center,169.8392004205664
2025-11-14,2,left,1947742146896748763,https://x.com/TChestikov/status/1947742146896748763,,20.69,2025,387,756,421,3,2_left.webp,https://scrandle.com/media/o/GwfFKCRXYAA2PHZ.webp,scrandle,center,214.6817126167473
2025-11-14,2,right,1619860941906251776,https://x.com/FootyScran/status/1619860941906251776,3.0,22.94,2023,1247,1894,136,7,2_right.webp,https://scrandle.com/media/o/Fnrm8BbWYAEddua.webp,scrandle,center,334.1561019016384
2025-11-14,3,left,1843263075656610147,https://x.com/GA_SKOL/status/1843263075656610147,7.95,29.96,2024,1225,1344,1460,3,3_left.webp,https://scrandle.com/media/o/GZSV-8iXQAAfzM3.webp,scrandle,center,268.7437634199363
2025-11-14,3,right,1552302026947809283,https://x.com/FootyScran/status/1552302026947809283,3.0,20.79,2022,1714,2,332,3,3_right.webp,https://scrandle.com/media/o/FYridyEXEAY8M7b.webp,scrandle,center,185.55387748730203
2025-11-14,4,left,1847640267135864971,https://x.com/Lewisgaskell04/status/1847640267135864971,6.0,10.99,2024,377,2,810,3,4_left.webp,https://scrandle.com/media/o/GaQjBs5XYAA8oIA.webp,scrandle,center,149.43662986223177
2025-11-14,4,right,1902077132630896983,https://x.com/SportScran/status/1902077132630896983,0.75,19.56,2025,732,2,366,17,4_right.webp,https://scrandle.com/media/o/GmWJEUVaAAAmXgy.webp,scrandle,bottom,285.4584501841443
2025-11-14,5,left,1951600858459676713,https://x.com/adxxmmxl/status/1951600858459676713,2.8,25.53,2025,587,2,518,3,5_left.webp,https://scrandle.com/media/o/GxV6n2MXoAA38-n.webp,scrandle,center,268.2410559359654
2025-11-14,5,right,1805171567950692429,https://x.com/michelob_tfs/status/1805171567950692429,5.25,24.77,2024,272,983,1075,6,5_right.webp,https://scrandle.com/media/o/GQ1B-SXWYAE2uS3.webp,scrandle,center,287.65926257502747
2025-11-14,6,left,1604160079288102912,https://x.com/FootyScran/status/1604160079288102912,3.9,16.02,2022,141,394,97,3,6_left.webp,https://scrandle.com/media/o/FkMfFU_XoAAALmT.webp,scrandle,center,371.2359122021097
2025-11-14,6,right,100075,,1.0,19.65,2022,109,277,40,17,6_right.webp,https://scrandle.com/media/o/FNrDkJcWQAIOVbq_hnFWktv.webp,scrandle,center,236.57780643127643
2025-11-14,7,left,1534205481669079043,https://x.com/FootyScran/status/1534205481669079043,0.0,25.84,2022,936,987,223,22,7_left.webp,https://scrandle.com/media/o/FUqXwEmXsAEoLdE.webp,scrandle,center,268.5721338352621
2025-11-14,7,right,1629586522801422338,https://x.com/FootyScran/status/1629586522801422338,10.0,23.49,2023,3124,3706,4093,3,7_right.webp,https://scrandle.com/media/o/Fp10TclXwAEZXKr.webp,scrandle,center,375.1172241882473
2025-11-14,8,left,1913677560321613968,https://x.com/vroomvroomferr/status/1913677560321613968,13.1,24.81,2025,351,1359,799,22,8_left.webp,https://scrandle.com/media/o/Go6_jhwXAAAPyBI.webp,scrandle,center,292.7325781811675
2025-11-14,8,right,100026,,,16.1,2024,1243,1357,1472,7,8_right.webp,https://scrandle.com/media/o/image_px4vtfQ.webp,scrandle,center,162.22330918350815
2025-11-14,9,left,1908932277645508853,https://x.com/FootyScran/status/1908932277645508853,3.0,21.03,2025,588,2,655,6,9_left.webp,https://scrandle.com/media/o/Gn2vdQtWsAEeKLs_gyX7GZl.webp,scrandle,center,117.97098717019492
2025-11-14,9,right,1557078113783349248,https://x.com/FootyScran/status/1557078113783349248,2.0,25.18,2022,2285,2,2787,46,9_right.webp,https://scrandle.com/media/o/FZvaR86WYAEYbWB.webp,scrandle,center,390.94360240651145
