date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-08-30,0,left,"Sausages, mash and gravy",Inside a yorkshire pudding,9.0,83.6,0_left.webp,https://scrandle.com/media/o/FoHXFKnWAAAXXMS.webp
2025-08-30,0,right,O-nuts,Price for 6,9.0,58.5,0_right.webp,https://scrandle.com/media/o/FO23uRTX0Ac1dZV.webp
2025-08-30,1,left,Choripan,Chorizo sandwich with added toppings,3.2,88.2,1_left.webp,https://scrandle.com/media/o/GASASI_XMAI9ztc.webp
2025-08-30,1,right,Cheese dog,,3.5,21.2,1_right.webp,https://scrandle.com/media/o/FiRgFI4XEAQBglT.webp
2025-08-30,2,left,Double bacon cheeseburger,With chips,7.5,89.4,2_left.webp,https://scrandle.com/media/o/FNbGJZlXoAQld1f.webp
2025-08-30,2,right,Steak sandwich,"With chips, onion rings and a drink",27.0,45.5,2_right.webp,https://scrandle.com/media/o/GESObpLWgAAKbQN.webp
2025-08-30,3,left,"Pie, mash and liquor",,4.5,40.7,3_left.webp,https://scrandle.com/media/o/FNldmM3WYAA99qE.webp
2025-08-30,3,right,Hot dog,,4.0,18.6,3_right.webp,https://scrandle.com/media/o/F9dppGpXsAAe5oU.webp
2025-08-30,4,left,Sausage and rice cake skewer,,2.9,65.0,4_left.webp,https://scrandle.com/media/o/F3il7xxXAAANNZB.webp
2025-08-30,4,right,Double bacon beef burger,,8.0,85.6,4_right.webp,https://scrandle.com/media/o/Fg0wuwUWIAA6FoH.webp
2025-08-30,5,left,Short rib poutine,,8.0,88.2,5_left.webp,https://scrandle.com/media/o/GU5YL5nW4AA-Zg6.webp
2025-08-30,5,right,Pulled pork and doner crunch wraps,,5.0,80.6,5_right.webp,https://scrandle.com/media/o/FLGMsoRXEAcEFZe.webp
2025-08-30,6,left,"Pie, mash and liquor",,4.5,40.7,6_left.webp,https://scrandle.com/media/o/FNldmM3WYAA99qE.webp
2025-08-30,6,right,Double bacon beef burger,,8.0,85.6,6_right.webp,https://scrandle.com/media/o/Fg0wuwUWIAA6FoH.webp
2025-08-30,7,left,Pulled pork nachos,,8.3,38.3,7_left.webp,https://scrandle.com/media/o/FoZPDbsXwAEy6p-.webp
2025-08-30,7,right,Horseradish and red onion on bread,,1.4,40.6,7_right.webp,https://scrandle.com/media/o/Fn0qXKnXoA8w9A4.webp
2025-08-30,8,left,BBQ bacon loaded fries,,4.95,85.0,8_left.webp,https://scrandle.com/media/o/Feo-JgTXoAYtYo6.webp
2025-08-30,8,right,Cannolli,With chocolate and caramelised milk fillings,3.0,81.5,8_right.webp,https://scrandle.com/media/o/F2ZMlkaXMAUnB97.webp
2025-08-30,9,left,Pizza slice,With a can of beer,15.0,19.8,9_left.webp,https://scrandle.com/media/o/FNl1iJvXwAMxM1s.webp
2025-08-30,9,right,Roast potatoes and beef gravy,,4.5,84.3,9_right.webp,https://scrandle.com/media/o/F7c37Y4XIAAhLYn.webp
