date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-06-01,0,left,Beef tongue stew,,4.9,56.5,0_left.webp,https://scrandle.com/media/o/FPAZmlBX0AIw53L.webp
2025-06-01,0,right,Pork skewers,Price for 3 skewers,8.0,85.2,0_right.webp,https://scrandle.com/media/o/FSoUZBtWQAE4JKG.webp
2025-06-01,1,left,Pizza slice,,5.0,17.3,1_left.webp,https://scrandle.com/media/o/FL9m0UmWUAAmTv_.webp
2025-06-01,1,right,Pork sandwich,,2.5,83.4,1_right.webp,https://scrandle.com/media/o/FTjNsr4WYAQ--tE.webp
2025-06-01,2,left,Grilled sausage with bread,,2.4,73.1,2_left.webp,https://scrandle.com/media/o/FadMs56WYAA10Hz.webp
2025-06-01,2,right,Nacho sharer,,20.0,34.8,2_right.webp,https://scrandle.com/media/o/FzEH4wrX0AAZB-h.webp
2025-06-01,3,left,Pepperoni pizza,,8.0,73.0,3_left.webp,https://scrandle.com/media/o/GGh90zhW4AQBVLR.webp
2025-06-01,3,right,Yorkshire pudding wrap,"Filled with sausage and stuffing, with a gravy dip",5.0,83.7,3_right.webp,https://scrandle.com/media/o/F36PKExWAAEVnsD.webp
2025-06-01,4,left,Sri Lankan food platter,Free for fans,0.0,93.7,4_left.webp,https://scrandle.com/media/o/FR2_o7PXwAIkq09.webp
2025-06-01,4,right,The German trio,"Currywurst, bratwurst, pretzel",9.5,89.4,4_right.webp,https://scrandle.com/media/o/FwlVBEaWwAQ6Cr_.webp
2025-06-01,5,left,Unidentified food,We're at the cricket today,11.4,56.9,5_left.webp,https://scrandle.com/media/o/F5HCmdjWMAAvxU8.webp
2025-06-01,5,right,Hähnchenschnitzel,Fried chicken breast,3.5,91.6,5_right.webp,https://scrandle.com/media/o/FuUKxCzXwAAcP0x.webp
2025-06-01,6,left,Chicken teriyaki skewer,,2.5,89.3,6_left.webp,https://scrandle.com/media/o/FacBTwOXkAM0qRk.webp
2025-06-01,6,right,Biscoff doughnut,,2.95,83.9,6_right.webp,https://scrandle.com/media/o/FuQxkY5X0AUna7O.webp
2025-06-01,7,left,Double sausage,,9.5,89.9,7_left.webp,https://scrandle.com/media/o/F13_3j5XwAA_I8t.webp
2025-06-01,7,right,Katsu chicken curry,,5.5,91.2,7_right.webp,https://scrandle.com/media/o/Foxm7XTXgAEnonq.webp
2025-06-01,8,left,Pepperoni pizza,With a 4-pint jug,17.5,82.8,8_left.webp,https://scrandle.com/media/o/FL-4e8bWQAAGmvl.webp
2025-06-01,8,right,Pork rib burger,,6.0,10.0,8_right.webp,https://scrandle.com/media/o/GZIVJyAX0AAMczK.webp
2025-06-01,9,left,Sausage,"With gherkin, bread roll, mustard, ketchup and a pint",3.7,82.5,9_left.webp,https://scrandle.com/media/o/Fp0M9sgXsAIVmp5.webp
2025-06-01,9,right,Bombay sandwich,Chicken Kadai pie and a vegetable samosa in a bun,5.0,62.2,9_right.webp,https://scrandle.com/media/o/FOETKsfXMAICvWi.webp
