date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2025-09-03,0,left,1655700151397146632,https://twitter.com/FootyScran/status/1655700151397146632,2.5,85.5,2023,1188,1324,1434,167,0_left.webp,https://scrandle.com/media/o/Fvo6drCWIAMFaaM.webp,scrandle,center,335.33458025825286
2025-09-03,0,right,1556975788532142081,https://twitter.com/FootyScran/status/1556975788532142081,3.0,95.3,2022,1665,2,231,64,0_right.webp,https://scrandle.com/media/o/FZt9OX2XgAAwlQC.webp,scrandle,center,627.066957047215
2025-09-03,1,left,1594601567143227392,https://twitter.com/FootyScran/status/1594601567143227392,200.0,52.1,2022,444,484,91,69,1_left.webp,https://scrandle.com/media/o/FiEpqs3XoAUMoKi.webp,scrandle,center,196.6791328952299
2025-09-03,1,right,1688583075419049984,https://twitter.com/FootyScran/status/1688583075419049984,3.8,94.4,2023,1573,2,213,9,1_right.webp,https://scrandle.com/media/o/F28NW2MWQAAZCvu.webp,scrandle,center,625.1197160052591
2025-09-03,2,left,1577432245601648640,https://twitter.com/FootyScran/status/1577432245601648640,6.0,90.7,2022,1631,2,1988,2102,2_left.webp,https://scrandle.com/media/o/FeQqQtgXgAY_BlR.webp,scrandle,center,542.4610016735211
2025-09-03,2,right,1533916087024246784,https://twitter.com/FootyScran/status/1533916087024246784,3.0,80.0,2022,1191,1328,136,7,2_right.webp,https://scrandle.com/media/o/FUmQitVWAAIBv2x.webp,scrandle,center,465.3029221675476
2025-09-03,3,left,1653071925432795154,https://twitter.com/FootyScran/status/1653071925432795154,6.5,82.7,2023,2204,2,113,3,3_left.webp,https://scrandle.com/media/o/FvDkJ2VX0AMvPSy.webp,scrandle,center,407.77741542164966
2025-09-03,3,right,1711366430128542155,https://twitter.com/FootyScran/status/1711366430128542155,4.5,84.6,2023,3056,2,1033,8,3_right.webp,https://scrandle.com/media/o/F7_-seCWgAARg56.webp,scrandle,center,349.83497068666225
2025-09-03,4,left,1486687031447199746,https://twitter.com/FootyScran/status/1486687031447199746,7.0,69.1,2022,31,2,1001,3,4_left.webp,https://scrandle.com/media/o/FKHF-TLWQAEKceX.webp,scrandle,center,310.9948504542474
2025-09-03,4,right,1697264722851287167,https://twitter.com/FootyScran/status/1697264722851287167,13.5,92.4,2023,1114,1289,1390,3,4_right.webp,https://scrandle.com/media/o/F43lRCcWMAA-QZf.webp,scrandle,center,304.0034607549463
2025-09-03,5,left,1673272669456695297,https://twitter.com/FootyScran/status/1673272669456695297,7.5,92.4,2023,264,276,213,9,5_left.webp,https://scrandle.com/media/o/FzionhbXsAAG08i.webp,scrandle,center,639.3339637906575
2025-09-03,5,right,1883615735735562501,https://x.com/FootyScran/status/1883615735735562501,2.0,47.1,2025,37,2,407,23,5_right.webp,https://scrandle.com/media/o/GiPyhvJXUAA9SKr.webp,scrandle,center,224.87722350340272
2025-09-03,6,left,1564659373078634498,https://twitter.com/FootyScran/status/1564659373078634498,10.0,89.8,2022,459,2,133,4,6_left.webp,https://scrandle.com/media/o/FbbJZ4mWYAA68i9.webp,scrandle,center,394.1746717235318
2025-09-03,6,right,1590340764269416448,https://twitter.com/FootyScran/status/1590340764269416448,4.75,85.8,2022,540,2,27,3,6_right.webp,https://scrandle.com/media/o/FhIGfQRWAAEHwhI.webp,scrandle,center,454.5969868075559
2025-09-03,7,left,1702627139529376063,https://twitter.com/FootyScran/status/1702627139529376063,3.5,88.7,2023,443,1339,1448,3,7_left.webp,https://scrandle.com/media/o/F6DyW5qW8AAWSEp.webp,scrandle,center,345.0997340882612
2025-09-03,7,right,1648303347886178304,https://twitter.com/FootyScran/status/1648303347886178304,3.0,78.4,2023,206,2534,1447,18,7_right.webp,https://scrandle.com/media/o/Ft_zJ95WcAUF2jo.webp,scrandle,center,282.4247218579929
2025-09-03,8,left,1510902229577998339,https://twitter.com/FootyScran/status/1510902229577998339,8.0,93.2,2022,42,2,1449,9,8_left.webp,https://scrandle.com/media/o/FPfF-1lWUA4iGS4.webp,scrandle,center,538.2487358180593
2025-09-03,8,right,1510699785526915081,https://twitter.com/FootyScran/status/1510699785526915081,21.0,62.9,2022,2158,2,2701,4,8_right.webp,https://scrandle.com/media/o/FPcVcj8XoAEF5qI.webp,scrandle,center,275.21882147701547
2025-09-03,9,left,1521459751573413890,https://twitter.com/FootyScran/status/1521459751573413890,3.3,87.8,2022,1178,2,2705,23,9_left.webp,https://scrandle.com/media/o/FR1PlCLXEAEMirq.webp,scrandle,center,400.01831779154855
2025-09-03,9,right,1601304100209332224,https://twitter.com/FootyScran/status/1601304100209332224,5.6,23.2,2022,5,2,91,69,9_right.webp,https://scrandle.com/media/o/Fjj5lyqX0AMbzcd.webp,scrandle,center,214.05817843292425
