date,match_id,side,title,subtitle,price,rating,image_name,image_url
2026-01-21,0,left,Homemade chocolate cake,,1.0,80.9,0_left.webp,https://scrandle.com/media/o/FUE1K5zWQAE16Nj.webp
2026-01-21,0,right,Chicken wrap with loaded fries,,6.95,90.0,0_right.webp,https://scrandle.com/media/o/F5hTG4RWQAAFBv1.webp
2026-01-21,1,left,Jerk chicken,With rice,9.5,72.37,1_left.webp,https://scrandle.com/media/o/FepRA9eWQAEre8W.webp
2026-01-21,1,right,Mystery scran,No sauce offered,5.25,30.16,1_right.webp,https://scrandle.com/media/o/GQ1B-SXWYAE2uS3.webp
2026-01-21,2,left,Chicken and chips,With a ketchup/mayo mixed sauce,3.3,93.0,2_left.webp,https://scrandle.com/media/o/FL-k7j3WQAAv69H.webp
2026-01-21,2,right,Cheese and chorizo turnover,,4.2,79.2,2_right.webp,https://scrandle.com/media/o/F6TppBxXYAAawNg.webp
2026-01-21,3,left,Zsíros kenyér,"Bread with lard, paprika and onions",0.85,39.6,3_left.webp,https://scrandle.com/media/o/F8vpBLkXcAEyreO.webp
2026-01-21,3,right,Sonoran hot dog,,6.8,26.3,3_right.webp,https://scrandle.com/media/o/FNR8saiXwAEfOhA.webp
2026-01-21,4,left,Hot chocolate brownie,Covered in Biscoff,6.25,78.99,4_left.webp,https://scrandle.com/media/o/Gus74hGWQAADTpm.webp
2026-01-21,4,right,hotdog,,4.0,27.99,4_right.webp,https://scrandle.com/media/o/GZ9KyhtWIAE7J9z.webp
2026-01-21,5,left,Popcorn chicken and waffle fries,With hot sauce and crispy onions,6.8,95.6,5_left.webp,https://scrandle.com/media/o/GOvvGCOW8AAaUCn.webp
2026-01-21,5,right,"Beef patty, sausages, pulled short rib","With fried egg and beef gravy, served on jasmine rice",10.0,80.5,5_right.webp,https://scrandle.com/media/o/GywD6wvXoAAh-Wz.webp
2026-01-21,6,left,Spicy salami pizza,,3.8,79.0,6_left.webp,https://scrandle.com/media/o/GGJbhUxXYAA6T5-.webp
2026-01-21,6,right,Double cheeseburger,,5.0,86.6,6_right.webp,https://scrandle.com/media/o/FK7ZniBXMAI5YbQ.webp
2026-01-21,7,left,Roast potatoes,With beef and gravy,3.9,24.01,7_left.webp,https://scrandle.com/media/o/FkMfFU_XoAAALmT.webp
2026-01-21,7,right,Bacon cheeseburger,,8.8,6.33,7_right.webp,https://scrandle.com/media/o/Screenshot_20251116-111443_Snapchat.webp
2026-01-21,8,left,Chicken curry,With masala chips and rice,9.0,59.92,8_left.webp,https://scrandle.com/media/o/FvssqXtakAArH6r.webp
2026-01-21,8,right,Chicken box,,6.0,90.11,8_right.webp,https://scrandle.com/media/o/GtvOi98WsAABIii.webp
2026-01-21,9,left,Salt and peppered chicken chow mein noodles,,8.0,86.83,9_left.webp,https://scrandle.com/media/o/GqWyjVjWIAAlb8x.webp
2026-01-21,9,right,Classic hotdog,With a beer,11.7,52.48,9_right.webp,https://scrandle.com/media/o/GQIPwdQWkAA31d3.webp
