date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-11-23,0,left,Steak sandwich,"With chips, onion rings and a drink",27.0,45.5,0_left.webp,https://scrandle.com/media/o/GESObpLWgAAKbQN.webp
2025-11-23,0,right,Hot dog,,2.0,21.8,0_right.webp,https://scrandle.com/media/o/FjO8961XoAEfeFV.webp
2025-11-23,1,left,The fleet dog,"Sausage, bacon, cheese and onions in a baguette",6.0,90.6,1_left.webp,https://scrandle.com/media/o/FO37sGlX0AYkARI.webp
2025-11-23,1,right,Hogfather burger,"Double beef patty, pulled pork and bacon",10.0,73.0,1_right.webp,https://scrandle.com/media/o/FOyzOwyWQAMIWsP.webp
2025-11-23,2,left,Din Tai Fung,Spicy wontons,12.0,41.04,2_left.webp,https://scrandle.com/media/o/FWcXQZgXoAUdS0Q.webp
2025-11-23,2,right,"Tomato, garlic, sausage and tofu scramble bap",With hash browns,10.0,59.51,2_right.webp,https://scrandle.com/media/o/FvH0oW9X0AQSSl6.webp
2025-11-23,3,left,Bacon double cheeseburger,,8.0,84.6,3_left.webp,https://scrandle.com/media/o/FrhKQ5pXgAcQybV.webp
2025-11-23,3,right,Chicken loaded fries,,7.5,92.1,3_right.webp,https://scrandle.com/media/o/GAM5msDWcAAyckL.webp
2025-11-23,4,left,Scran of the day,,,50.5,4_left.webp,https://scrandle.com/media/o/G0x07UtW8AE-C8A.webp
2025-11-23,4,right,1/2lb bacon cheeseburger,With fries,6.5,74.6,4_right.webp,https://scrandle.com/media/o/FZVvSPkXwAI3_Uy.webp
2025-11-23,5,left,Two pork belly sandwiches,With 4 egg rolls and chips,42.5,32.8,5_left.webp,https://scrandle.com/media/o/GH8ws_vXAAAVo0c.webp
2025-11-23,5,right,"Pie, mushy peas and gravy",,4.0,24.7,5_right.webp,https://scrandle.com/media/o/FOoiqCxXMAksiUF.webp
2025-11-23,6,left,Prime,,4.5,20.34,6_left.webp,https://scrandle.com/media/o/FlP7HK9XoAIiRzI.webp
2025-11-23,6,right,"Pie, peas and gravy",,3.5,40.22,6_right.webp,https://scrandle.com/media/o/FKXh9a7WQAMMcDF.webp
2025-11-23,7,left,Toffee doughnut,,3.5,48.74,7_left.webp,https://scrandle.com/media/o/GkBUwG7XoAAa3VU.webp
2025-11-23,7,right,Loaded Fries,"Chips, cheese, bacon & chili sauce",6.0,66.62,7_right.webp,https://scrandle.com/media/o/GNTQ2-jWkAAdntj.webp
2025-11-23,8,left,Butter chicken and rice,,,66.66,8_left.webp,https://scrandle.com/media/o/GhRpltdXsAAMWHl.webp
2025-11-23,8,right,Hot Dog,,5.0,89.78,8_right.webp,https://scrandle.com/media/o/FD1jid-XIAYQHeW.webp
2025-11-23,9,left,Pitchside McDonalds,,,47.35,9_left.webp,https://scrandle.com/media/o/FHzjJh-XoAgC3CB.webp
2025-11-23,9,right,Shepherd's pie and an Amstel,Included in hospitality ticket,0.0,69.34,9_right.webp,https://scrandle.com/media/o/FIqxBTvWYAEYu7G.webp
