date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-11-11,0,left,Steak pie meal deal,,10.95,26.89,0_left.webp,https://scrandle.com/media/o/GKfEi71XAAAJGnf.webp
2025-11-11,0,right,Hot dog,,4.5,10.62,0_right.webp,https://scrandle.com/media/o/GXbueCXXEAA7-eb.webp
2025-11-11,1,left,Chicken strips with chips,And a drink,15.0,79.06,1_left.webp,https://scrandle.com/media/o/GYB51R0XQAEikYe.webp
2025-11-11,1,right,Sensational popcorn,,2.15,38.27,1_right.webp,https://scrandle.com/media/o/GPp7P9bXAAA3-AS.webp
2025-11-11,2,left,Pulled pork and cheese hot dog,,7.0,66.08,2_left.webp,https://scrandle.com/media/o/FFCpuINXEAgcqlj.webp
2025-11-11,2,right,Burger,,9.05,30.81,2_right.webp,https://scrandle.com/media/o/Gsx_SE_X0AAMzwr.webp
2025-11-11,3,left,FrankenFeast hot dog,,7.0,63.25,3_left.webp,https://scrandle.com/media/o/F6jNqIHXMAIFO1F.webp
2025-11-11,3,right,Water in a box,,2.8,27.85,3_right.webp,https://scrandle.com/media/o/GxV6n2MXoAA38-n.webp
2025-11-11,4,left,Hot dog,,6.5,50.7,4_left.webp,https://scrandle.com/media/o/F3Wf4yTW0AAMPtY.webp
2025-11-11,4,right,Zsíros kenyér,"Bread with lard, paprika and onions",0.85,39.6,4_right.webp,https://scrandle.com/media/o/F8vpBLkXcAEyreO.webp
2025-11-11,5,left,Chicken and gammon pie,With gravy,7.4,47.61,5_left.webp,https://scrandle.com/media/o/GJ2mpqMWMAEVwzh.webp
2025-11-11,5,right,Rocky Mountain Oysters,With chips,8.2,27.89,5_right.webp,https://scrandle.com/media/o/GntfY_zW0AArZ94.webp
2025-11-11,6,left,Cheesy chips,,4.0,36.35,6_left.webp,https://scrandle.com/media/o/Ft2Leh0XgAAriBZ.webp
2025-11-11,6,right,Chicken tikka dirty fries,,,73.07,6_right.webp,https://scrandle.com/media/o/GUsENpXXoAEgOSt.webp
2025-11-11,7,left,Pizza,,19.95,18.6,7_left.webp,https://scrandle.com/media/o/FRBao9tX0AAy42N.webp
2025-11-11,7,right,Burger,,5.0,6.4,7_right.webp,https://scrandle.com/media/o/FXufs-wVUAAmIGH.webp
2025-11-11,8,left,A scone and a hot drink,With jam and cream,,39.2,8_left.webp,https://scrandle.com/media/o/Gk1MIUzXIAALuXq.webp
2025-11-11,8,right,Chicken and chips,,7.25,61.42,8_right.webp,https://scrandle.com/media/o/GLlmjnvbgAA-22l.webp
2025-11-11,9,left,Cheesy chips,,4.0,36.35,9_left.webp,https://scrandle.com/media/o/Ft2Leh0XgAAriBZ.webp
2025-11-11,9,right,pie,,3.3,22.85,9_right.webp,https://scrandle.com/media/o/GetNNNgXUAAxqfT.webp
