date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-07-19,0,left,Currywurst and fries,,8.0,79.4,0_left.webp,https://scrandle.com/media/o/GQHzc6eXUAAYbzP.webp
2025-07-19,0,right,Double smash cheeseburger,With bacon,6.5,95.2,0_right.webp,https://scrandle.com/media/o/FiMaRlFXwCsnEvV.webp
2025-07-19,1,left,Cheeseburger,,5.5,8.5,1_left.webp,https://scrandle.com/media/o/GFAsj3GWoAAkg1A.webp
2025-07-19,1,right,Meat and potato pie,"With mash, peas and gravy",6.0,71.7,1_right.webp,https://scrandle.com/media/o/FaS2wCRWQAQfjlT.webp
2025-07-19,2,left,Double cheeseburger,With sausage and bacon,7.0,91.7,2_left.webp,https://scrandle.com/media/o/GiAGPNrXoAEFrxq.webp
2025-07-19,2,right,Chilli chips,,3.9,75.7,2_right.webp,https://scrandle.com/media/o/FJ-bZpkWUAARr8A.webp
2025-07-19,3,left,Fried pickles,,5.3,52.2,3_left.webp,https://scrandle.com/media/o/FO4eeY7XIAMaEnl.webp
2025-07-19,3,right,Wigan kebab,Steak pie in a roll,4.0,48.1,3_right.webp,https://scrandle.com/media/o/FR782ulXsAMjXrc.webp
2025-07-19,4,left,Wigan kebab,Steak pie in a roll,4.0,48.1,4_left.webp,https://scrandle.com/media/o/FR782ulXsAMjXrc.webp
2025-07-19,4,right,Coeur de Canard,Duck heart,7.0,52.2,4_right.webp,https://scrandle.com/media/o/FqeH5B4WAAYH_14.webp
2025-07-19,5,left,Loaded fries,With salt and pepper chicken,6.95,96.6,5_left.webp,https://scrandle.com/media/o/F4E12wxXEAAxb30.webp
2025-07-19,5,right,"Chips, beans and cheese",,1.0,55.4,5_right.webp,https://scrandle.com/media/o/FlKihcJXwAEHckx.webp
2025-07-19,6,left,Katsu chicken with chips,,7.5,95.4,6_left.webp,https://scrandle.com/media/o/FoMkz6mXgAE7x2U.webp
2025-07-19,6,right,Shish kebab,,7.0,70.9,6_right.webp,https://scrandle.com/media/o/FLPe29VXoAUxJwx.webp
2025-07-19,7,left,Hot dog in a waffle,,2.6,25.8,7_left.webp,https://scrandle.com/media/o/FQo--ITX0AU1EKZ.webp
2025-07-19,7,right,Bacon cheeseburger,With a pint,7.5,85.4,7_right.webp,https://scrandle.com/media/o/FRCXg4ZXIAALpWY.webp
2025-07-19,8,left,Sausage roll,,3.0,12.4,8_left.webp,https://scrandle.com/media/o/FXOKAS3WAAEzulc.webp
2025-07-19,8,right,Chicken gyros box,,6.75,87.6,8_right.webp,https://scrandle.com/media/o/FPWgQCvWUAoYpnk.webp
2025-07-19,9,left,Double bacon cheeseburger,With an egg,5.0,92.9,9_left.webp,https://scrandle.com/media/o/F_2vmxPXAAAYtgK.webp
2025-07-19,9,right,Curry goat and chips,,7.5,84.6,9_right.webp,https://scrandle.com/media/o/FklbtQRXoAY4XMT.webp
