date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-07-22,0,left,Takoyaki,Fried balls of octopus and a pint,5.0,80.9,0_left.webp,https://scrandle.com/media/o/GDuH_hEXgAAc6KF.webp
2025-07-22,0,right,Wigan kebab,With mushy peas and gravy,6.0,44.5,0_right.webp,https://scrandle.com/media/o/F6O3pWRXoAAof5l.webp
2025-07-22,1,left,Double cheeseburger,With sausage and bacon,7.0,92.8,1_left.webp,https://scrandle.com/media/o/FmyKoYZXkAAFBBh.webp
2025-07-22,1,right,Roast potatoes with beef and gravy,,3.9,84.0,1_right.webp,https://scrandle.com/media/o/FkMd3fiXkAAMIHA.webp
2025-07-22,2,left,Chicken burger and dirty fries,Price for each,5.5,88.4,2_left.webp,https://scrandle.com/media/o/FKV58zfXMAMW-J9.webp
2025-07-22,2,right,Hot dog,,5.3,9.3,2_right.webp,https://scrandle.com/media/o/Fw1HPpaXgAAOjbd.webp
2025-07-22,3,left,Hangover burger,"Double beef patty, sausage, egg, hash brown, bacon, cheese",9.95,91.8,3_left.webp,https://scrandle.com/media/o/Fmh5cxvWYAICOkZ.webp
2025-07-22,3,right,Rotisserie chicken,"With garlic bread, mac and cheese and coleslaw",15.0,77.5,3_right.webp,https://scrandle.com/media/o/F0ti_P5WAAEjK_K.webp
2025-07-22,4,left,Grilled sausage,With a bun and gherkin,3.8,80.9,4_left.webp,https://scrandle.com/media/o/F5RYG_OWAAADeu8.webp
2025-07-22,4,right,BBQ honey glazed chicken burger,With fries,10.0,89.3,4_right.webp,https://scrandle.com/media/o/GL2YKqNXwAARaMe.webp
2025-07-22,5,left,Cup of mushy peas,With added mint sauce,1.5,42.0,5_left.webp,https://scrandle.com/media/o/FMJQFaAXsAEtqrs.webp
2025-07-22,5,right,Sloppy joe burger,"2 beef patties, cheese, onions, jalapenos and chilli beef bites",9.0,75.0,5_right.webp,https://scrandle.com/media/o/FMnIHOjXMAE7Qtq.webp
2025-07-22,6,left,Horseradish and red onion on bread,,1.4,40.6,6_left.webp,https://scrandle.com/media/o/Fn0qXKnXoA8w9A4.webp
2025-07-22,6,right,Pizza dog,,7.0,82.8,6_right.webp,https://scrandle.com/media/o/FmNQ5koXEAQSM2N.webp
2025-07-22,7,left,Wigan kebab,Pie in a roll,2.5,53.7,7_left.webp,https://scrandle.com/media/o/FKNNqBFWUAQPsba.webp
2025-07-22,7,right,Chicken and chips,,10.75,65.8,7_right.webp,https://scrandle.com/media/o/FO3LEjmXsAAQoQ2.webp
2025-07-22,8,left,Fish and chips,With gherkins,10.0,67.3,8_left.webp,https://scrandle.com/media/o/FUprV7eX0AUlOZo.webp
2025-07-22,8,right,Pork belly burger,With seasoned fries,7.0,84.4,8_right.webp,https://scrandle.com/media/o/FKx0QAAXMAkXxXL.webp
2025-07-22,9,left,Pulled turkey sandwich,With curry mayo,4.8,81.0,9_left.webp,https://scrandle.com/media/o/Fpq5vYHXsAAul_1.webp
2025-07-22,9,right,Chicken biryani,,5.0,77.4,9_right.webp,https://scrandle.com/media/o/FOSY_4lXoAMbTXO.webp
