date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-08-09,0,left,Soy and honey beef brisket size 7 sandwich,With waffle chips and a scotch egg,8.5,91.4,0_left.webp,https://scrandle.com/media/o/Fonslb4WIAECjYv.webp
2025-08-09,0,right,Cheeseburger and cheesy chips,With water,18.0,32.1,0_right.webp,https://scrandle.com/media/o/FLtPmfgXIAEnWVz.webp
2025-08-09,1,left,Yangnyeom chicken,"With rice, kimchi and a triple whiskey highball",7.5,92.4,1_left.webp,https://scrandle.com/media/o/FzionhbXsAAG08i.webp
2025-08-09,1,right,Bacon sandwich,,11.5,15.0,1_right.webp,https://scrandle.com/media/o/GCCHNpdWYAAtivg.webp
2025-08-09,2,left,Cheese dog,,3.5,21.2,2_left.webp,https://scrandle.com/media/o/FiRgFI4XEAQBglT.webp
2025-08-09,2,right,Short rib poutine,,8.0,88.2,2_right.webp,https://scrandle.com/media/o/GU5YL5nW4AA-Zg6.webp
2025-08-09,3,left,"Chicken, ham and leek pie",With gravy,3.5,71.1,3_left.webp,https://scrandle.com/media/o/Fnz12ESXoAIg2U3.webp
2025-08-09,3,right,Pig skin in salsa,,2.0,45.0,3_right.webp,https://scrandle.com/media/o/GiE0hXbW4AAPn9N.webp
2025-08-09,4,left,The PaulCurryHurst,"Salted fries, sliced German bacon frank, currywurst drizzle and jalapenos",6.5,84.1,4_left.webp,https://scrandle.com/media/o/F3wceYwXsAAUOpj.webp
2025-08-09,4,right,"Pineapple chicken, BBQ pork and beef empanadas",With chimi fries,17.0,74.4,4_right.webp,https://scrandle.com/media/o/FvzOyv1XgAA2ppw.webp
2025-08-09,5,left,Chicken tikka and lamb kebab,With masala fries,12.0,91.4,5_left.webp,https://scrandle.com/media/o/GHrXpS7WEAAHyR8.webp
2025-08-09,5,right,Steak pie,,3.0,89.1,5_right.webp,https://scrandle.com/media/o/FXO8Pa9XoAMT-Gl.webp
2025-08-09,6,left,Cheesy bacon chips,,5.0,68.6,6_left.webp,https://scrandle.com/media/o/FnLei3hXEBwJbAf.webp
2025-08-09,6,right,The big boss,"XL chicken breast, fried mozzarella, with fries",12.0,80.8,6_right.webp,https://scrandle.com/media/o/GlDBUUiWQAA5oQX.webp
2025-08-09,7,left,Chicken and chips,With spicy mayo,5.0,85.0,7_left.webp,https://scrandle.com/media/o/Ft6q5p1XwAAaMVZ.webp
2025-08-09,7,right,Burger and chips,,9.5,54.3,7_right.webp,https://scrandle.com/media/o/FYSolg8XkAcOoHH.webp
2025-08-09,8,left,The big boss,"XL chicken breast, fried mozzarella, with fries",12.0,80.8,8_left.webp,https://scrandle.com/media/o/GlDBUUiWQAA5oQX.webp
2025-08-09,8,right,Cannolli,Ricotta filled pastry,1.6,79.7,8_right.webp,https://scrandle.com/media/o/GDmYUvAWgAAOVhC.webp
2025-08-09,9,left,Spaghetti and french toast,,6.0,63.7,9_left.webp,https://scrandle.com/media/o/FWAfzgAXoAEBC_D.webp
2025-08-09,9,right,Fan village breakfast,Included in the per-night cost,200.0,52.1,9_right.webp,https://scrandle.com/media/o/FiEpqs3XoAUMoKi.webp
