date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-10-09,0,left,Giant Yorkshire pudding,"With chicken, vegetables and gravy",5.0,87.15,0_left.webp,https://scrandle.com/media/o/FIhMLwVXMAMOpQg.webp
2025-10-09,0,right,Loaded fries,Price for one,8.0,74.86,0_right.webp,https://scrandle.com/media/o/GKGqB2CWgAAsaOX.webp
2025-10-09,1,left,Cheeseburger,,4.2,16.61,1_left.webp,https://scrandle.com/media/o/Fdb6pP-XEAY86_d.webp
2025-10-09,1,right,Scotch egg,,5.5,50.36,1_right.webp,https://scrandle.com/media/o/F3bb_9hWEAAG0Go.webp
2025-10-09,2,left,Cup of pigs in blankets,,4.0,57.41,2_left.webp,https://scrandle.com/media/o/FlFWjjxWYAAI-MR.webp
2025-10-09,2,right,Hog roast,With crackling,6.0,44.05,2_right.webp,https://scrandle.com/media/o/FEvWTGFXoAgyyDW.webp
2025-10-09,3,left,Chocolate donut,,2.0,59.37,3_left.webp,https://scrandle.com/media/o/Fx4jJOMWYAEHAQM.webp
2025-10-09,3,right,Monterey Jack cheese burger,With chips,6.5,70.59,3_right.webp,https://scrandle.com/media/o/FD6ytzgWUAY3sAK.webp
2025-10-09,4,left,The United Pie,"Steak, chilli and cheese",,70.63,4_left.webp,https://scrandle.com/media/o/GbKmc22WQAAcnoT.webp
2025-10-09,4,right,"Steak pie, chips, peas gravy",With mint sauce,9.0,35.27,4_right.webp,https://scrandle.com/media/o/GUsLq2XXcAEv83g.webp
2025-10-09,5,left,Chicken burger,,3.8,78.9,5_left.webp,https://scrandle.com/media/o/FR2J6INWYAAp__e.webp
2025-10-09,5,right,Sausage roll and chips,,4.2,45.27,5_right.webp,https://scrandle.com/media/o/GSRaTXYWAAAoxf3.webp
2025-10-09,6,left,The Hawky Porky,,,20.95,6_left.webp,https://scrandle.com/media/o/GIk8n2OWgAAL0KN.webp
2025-10-09,6,right,Cheesy chips,,5.1,38.37,6_right.webp,https://scrandle.com/media/o/GdpLhlbWIAA3Qcj.webp
2025-10-09,7,left,Hot dog,,6.5,12.41,7_left.webp,https://scrandle.com/media/o/FuPLbeIWYAIWL36.webp
2025-10-09,7,right,Nachos,,5.0,23.68,7_right.webp,https://scrandle.com/media/o/FU1smylWYAgdv0z.webp
2025-10-09,8,left,Cheesy chips,,,14.14,8_left.webp,https://scrandle.com/media/o/GdEErG1XQAACJBG.webp
2025-10-09,8,right,Cheesesteak,With crisps and a pint,21.0,46.8,8_right.webp,https://scrandle.com/media/o/F2pOtXjWAAA2DnR.webp
2025-10-09,9,left,Wigan kebab,"Pie, peas and gravy in a roll",4.0,34.1,9_left.webp,https://scrandle.com/media/o/FNqiLOjXwAoJyI6.webp
2025-10-09,9,right,Bovril ice lolly,One-off handouts,0.0,27.4,9_right.webp,https://scrandle.com/media/o/FUwHJrQWUAM_Q0H.webp
