date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-12-25,0,left,Chilli chicken loaded fries,,7.5,93.5,0_left.webp,https://scrandle.com/media/o/F5M4qqLXwAAZeS4.webp
2025-12-25,0,right,Hot dog,With pepperoni and cheese,5.0,75.1,0_right.webp,https://scrandle.com/media/o/FxZfzv2WAAIQl3Q.webp
2025-12-25,1,left,Cottage pie,,3.5,60.9,1_left.webp,https://scrandle.com/media/o/F-gZuw3XkAARwTQ.webp
2025-12-25,1,right,Beef pie,,4.5,14.14,1_right.webp,https://scrandle.com/media/o/FE42QUVXsAoUAXf.webp
2025-12-25,2,left,Salt and pepper chicken,With chips and katsu curry,5.5,84.25,2_left.webp,https://scrandle.com/media/o/GeMjzFGWoAAdwjq.webp
2025-12-25,2,right,Jerk chicken,With rice and peas and coleslaw,11.0,89.47,2_right.webp,https://scrandle.com/media/o/GsrzBLqXgAAaO4y.webp
2025-12-25,3,left,Vegetable lumpia,crispy fried spring rolls,0.25,57.95,3_left.webp,https://scrandle.com/media/o/GwNcpgiWIAMtaUi.webp
2025-12-25,3,right,Cheese and ham panini,,4.0,44.83,3_right.webp,https://scrandle.com/media/o/FNGhKQbWUAAxF6n.webp
2025-12-25,4,left,Jalapeño cheese sausage,With salsa verde,9.0,25.37,4_left.webp,https://scrandle.com/media/o/IMG_5727.webp
2025-12-25,4,right,Pizza slice,,5.6,45.2,4_right.webp,https://scrandle.com/media/o/FTJqQl-XsAAQMLM.webp
2025-12-25,5,left,Steak and chips bowl,,11.0,53.99,5_left.webp,https://scrandle.com/media/o/GBzl_7CWgAA2R68.webp
2025-12-25,5,right,"Pie, peas and gravy",,5.5,34.63,5_right.webp,https://scrandle.com/media/o/GTWiy3uWwAAO9yZ.webp
2025-12-25,6,left,Half time sunday roast,,8.25,48.24,6_left.webp,https://scrandle.com/media/o/GUtqdYSXEAA7jQS.webp
2025-12-25,6,right,"Mushroom, spinach and truffle pie",,8.0,28.98,6_right.webp,https://scrandle.com/media/o/GbYzss-XMAAfY3c.webp
2025-12-25,7,left,Chicken kebab,,,41.32,7_left.webp,https://scrandle.com/media/o/GsQZCPsb0AAu_ua.webp
2025-12-25,7,right,Ice cream sandwich,,0.5,33.2,7_right.webp,https://scrandle.com/media/o/GX0brLhakAAmUDZ.webp
2025-12-25,8,left,"Pie, mushy peas and gravy",,2.5,35.76,8_left.webp,https://scrandle.com/media/o/FN1kXhKXEAocsOu.webp
2025-12-25,8,right,Sausage roll,,4.0,19.13,8_right.webp,https://scrandle.com/media/o/GY1308HWoAoWGQ7.webp
2025-12-25,9,left,Double cheeseburger with bacon,,5.5,91.6,9_left.webp,https://scrandle.com/media/o/F1vmnpBWYAIwNyv.webp
2025-12-25,9,right,Macaroni cheese,With crispy onions and bacon,4.5,80.2,9_right.webp,https://scrandle.com/media/o/Fu-yXrhX0AEp_Kq.webp
