date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-08-07,0,left,Cheeseburger,,4.2,21.1,0_left.webp,https://scrandle.com/media/o/FQUACPWVQA8XXc4.webp
2025-08-07,0,right,Chicken tenders and waffle chips,,7.8,90.9,0_right.webp,https://scrandle.com/media/o/FLY_euIXoAENE5l.webp
2025-08-07,1,left,Christmas chips,"Chips, turkey, stuffing, pigs in blankets and gravy",7.0,86.8,1_left.webp,https://scrandle.com/media/o/FjJlUMOWYAIqPan.webp
2025-08-07,1,right,Ham and cheese toastie,With cheesy fries,10.0,71.6,1_right.webp,https://scrandle.com/media/o/Fg4dkwGXEAATh2E.webp
2025-08-07,2,left,Chicken tikka naan and chips,,6.0,76.1,2_left.webp,https://scrandle.com/media/o/FL-LgY4WUAIZgQU.webp
2025-08-07,2,right,Korean BBQ chicken waffle cone,,6.0,85.0,2_right.webp,https://scrandle.com/media/o/GKE583UXMAAYhw-.webp
2025-08-07,3,left,Tropeiro,"Beans, rice, kale, fried egg and pork",3.0,58.5,3_left.webp,https://scrandle.com/media/o/FTd2VOFX0AALhlc.webp
2025-08-07,3,right,Katsu chicken curry,,4.5,91.1,3_right.webp,https://scrandle.com/media/o/FPpoZWZXoAQIW8g.webp
2025-08-07,4,left,Butter chicken,With chips and rice,10.0,91.2,4_left.webp,https://scrandle.com/media/o/Fi-eI18XwAEYxA7.webp
2025-08-07,4,right,"Sausages, mash and gravy",Inside a yorkshire pudding,9.0,83.6,4_right.webp,https://scrandle.com/media/o/FoHXFKnWAAAXXMS.webp
2025-08-07,5,left,Teriyaki pork skewer,,2.9,91.9,5_left.webp,https://scrandle.com/media/o/F8ZcHOUX0AA9bQp.webp
2025-08-07,5,right,"Pie, chips and gravy",,6.5,76.1,5_right.webp,https://scrandle.com/media/o/GLJRkmJWMAEECYO.webp
2025-08-07,6,left,Pork sandwich,,2.5,83.4,6_left.webp,https://scrandle.com/media/o/FTjNsr4WYAQ--tE.webp
2025-08-07,6,right,Cheeseburger,,5.3,13.0,6_right.webp,https://scrandle.com/media/o/F6yQNulW4AATPJb.webp
2025-08-07,7,left,Double bacon cheeseburger,With chips,7.5,96.0,7_left.webp,https://scrandle.com/media/o/F51oMmNWkAEDaiS.webp
2025-08-07,7,right,Chipa,Cheesy bread,0.25,90.8,7_right.webp,https://scrandle.com/media/o/FQK-XxuXIAU7kLq.webp
2025-08-07,8,left,"Pulled pork, chips, gravy and apple sauce",In a tiger loaf,8.0,72.4,8_left.webp,https://scrandle.com/media/o/FZAi-wjXwAErjd3.webp
2025-08-07,8,right,Donuts,,4.0,87.7,8_right.webp,https://scrandle.com/media/o/F5Vs4YYW0AMHIlh.webp
2025-08-07,9,left,Hot dog,,5.0,19.0,9_left.webp,https://scrandle.com/media/o/Fie8lcoWAAImiw5.webp
2025-08-07,9,right,Chicken gyros box,With chips underneath,6.75,88.8,9_right.webp,https://scrandle.com/media/o/FwGVVP-XgAENihF.webp
