date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-06-04,0,left,Salt and pepper loaded chips,,7.5,86.4,0_left.webp,https://scrandle.com/media/o/FwMb9nyXwAk5FrM.webp
2025-06-04,0,right,Duck loaded fries,,6.0,87.2,0_right.webp,https://scrandle.com/media/o/FUQpyCrWUAAtWEi.webp
2025-06-04,1,left,Indian meal deal,"Chicken curry, chips, naan and onion bhajis",10.95,88.0,1_left.webp,https://scrandle.com/media/o/GnSWUSmXYAA7foe.webp
2025-06-04,1,right,Chicken big mack and chips,,10.0,94.7,1_right.webp,https://scrandle.com/media/o/F4snkWpWwAAsda5.webp
2025-06-04,2,left,Chicken and chips,With a ketchup/mayo mixed sauce,3.3,93.0,2_left.webp,https://scrandle.com/media/o/FL-k7j3WQAAv69H.webp
2025-06-04,2,right,O-nuts,Price for 6,9.0,58.5,2_right.webp,https://scrandle.com/media/o/FO23uRTX0Ac1dZV.webp
2025-06-04,3,left,Jerk chicken,,10.0,86.2,3_left.webp,https://scrandle.com/media/o/GXDltDqXcAAxK7N.webp
2025-06-04,3,right,Cheese dog,,5.0,30.2,3_right.webp,https://scrandle.com/media/o/GZdgZMIXQAAG8aj.webp
2025-06-04,4,left,Feijão tropeiro meal,,2.5,91.1,4_left.webp,https://scrandle.com/media/o/FdSrHt1WIAAvBGM.webp
2025-06-04,4,right,Wigan kebab,Pie in a roll,2.5,53.7,4_right.webp,https://scrandle.com/media/o/FKNNqBFWUAQPsba.webp
2025-06-04,5,left,Steak sandwich,,3.0,70.9,5_left.webp,https://scrandle.com/media/o/F51Iydua0AAm-qf.webp
2025-06-04,5,right,Buffalo chicken,With waffle fries ,6.2,96.1,5_right.webp,https://scrandle.com/media/o/Go-KwjXXsAAGTrc.webp
2025-06-04,6,left,Kiwi and sausage pizza,,6.0,34.8,6_left.webp,https://scrandle.com/media/o/Fq3pMt9XgAAeBuo.webp
2025-06-04,6,right,Steak pie,"With creamy mash, peas, gravy and mint sauce",11.0,81.3,6_right.webp,https://scrandle.com/media/o/F6zmIK6WwAASicI.webp
2025-06-04,7,left,Spring rolls and bean sprouts,,0.5,81.3,7_left.webp,https://scrandle.com/media/o/GDpsVqQWwAA17yn.webp
2025-06-04,7,right,Steak pie with gravy,,3.0,86.6,7_right.webp,https://scrandle.com/media/o/Fam6QkHXgAE6ALi.webp
2025-06-04,8,left,Hot dog,,5.6,23.2,8_left.webp,https://scrandle.com/media/o/Fjj5lyqX0AMbzcd.webp
2025-06-04,8,right,Cheesy chips,,4.0,48.2,8_right.webp,https://scrandle.com/media/o/FkhL8shWIAAmLQv.webp
2025-06-04,9,left,Chicken katsu burger,,7.0,26.1,9_left.webp,https://scrandle.com/media/o/F23rtltXoAA_-5u.webp
2025-06-04,9,right,Cheeseburger,,6.3,10.2,9_right.webp,https://scrandle.com/media/o/FdR_VjpXkAAikBZ.webp
