date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-11-13,0,left,Cheesy chips,,4.0,35.4,0_left.webp,https://scrandle.com/media/o/Ft2Leh0XgAAriBZ.webp
2025-11-13,0,right,Pizza dog,,6.5,64.64,0_right.webp,https://scrandle.com/media/o/Fait1GTaAAA0lAv.webp
2025-11-13,1,left,Meat pie,"With mash potato, mushy peas and gravy",5.0,37.9,1_left.webp,https://scrandle.com/media/o/FUvgMs5WUAMyby2.webp
2025-11-13,1,right,Lamb doner wrap,,5.7,76.5,1_right.webp,https://scrandle.com/media/o/F-0S7RXXYAACYDp.webp
2025-11-13,2,left,"Pie, peas, chips and gravy",,5.5,25.12,2_left.webp,https://scrandle.com/media/o/GIfodCbWIAArfkJ.webp
2025-11-13,2,right,"Yard-long ""boomstick"" chili cheese hot dog",,32.0,55.32,2_right.webp,https://scrandle.com/media/o/Gkz409aW4AANclA.webp
2025-11-13,3,left,Fajita flatbread,Beer not included,6.0,84.26,3_left.webp,https://scrandle.com/media/o/GjS8Q5-XYAA46mh.webp
2025-11-13,3,right,Festive loaded fries,,7.5,89.63,3_right.webp,https://scrandle.com/media/o/GffXk0nXIAMODPh.webp
2025-11-13,4,left,Hot dog,With two drinks,40.2,38.55,4_left.webp,https://scrandle.com/media/o/GcbjGOEW8AAKgg5.webp
2025-11-13,4,right,Cheesy bacon fries,,,58.96,4_right.webp,https://scrandle.com/media/o/FceW82PWQAAQ2kX.webp
2025-11-13,5,left,Teriyaki chicken,With rice,8.5,64.28,5_left.webp,https://scrandle.com/media/o/FTecd93XsAALoHI.webp
2025-11-13,5,right,Steak rag pudding,"With chips, mushy peas and gravy",5.0,50.75,5_right.webp,https://scrandle.com/media/o/Fl-JxYSX0AAe-sm.webp
2025-11-13,6,left,Chicken satay sticks,With peanut satay sauce and chips,8.9,91.0,6_left.webp,https://scrandle.com/media/o/GNXitryWwAA7ieu.webp
2025-11-13,6,right,Donner meat and chips,,7.5,64.8,6_right.webp,https://scrandle.com/media/o/FmhHMlkWAAA6dIg.webp
2025-11-13,7,left,"Pie, mushy peas and gravy",,4.0,24.7,7_left.webp,https://scrandle.com/media/o/FOoiqCxXMAksiUF.webp
2025-11-13,7,right,Chicken burger,,5.0,17.1,7_right.webp,https://scrandle.com/media/o/F71LUS2WAAA3w_h.webp
2025-11-13,8,left,Kebab pie,,3.5,58.21,8_left.webp,https://scrandle.com/media/o/Gf5c8vaXkAApXCg.webp
2025-11-13,8,right,Steak and peppercorn sauce,"In crusty bread with chips, free for volunteers",0.0,70.5,8_right.webp,https://scrandle.com/media/o/GLEPhhoXsAAg-o8.webp
2025-11-13,9,left,Cheese pizza,,4.2,14.69,9_left.webp,https://scrandle.com/media/o/GVLd2rHXgAAjBm-.webp
2025-11-13,9,right,"The Kahuna"" burger",,7.0,48.38,9_right.webp,https://scrandle.com/media/o/GhlY1tRWcAAV8bN.webp
