date,match_id,side,title,subtitle,price,rating,image_name,image_url
2026-04-03,0,left,Currywurst with a pint,,5.8,90.5,0_left.webp,https://scrandle.com/media/o/FuaK9aNWYAA6mtA.webp
2026-04-03,0,right,Kiełbasa and bread,With a pint of tyskie,3.6,92.7,0_right.webp,https://scrandle.com/media/o/FSo1Nd3XsAE5Fwb.webp
2026-04-03,1,left,Coxinhas and beers,Shredded chicken in a fried batter,4.5,83.4,1_left.webp,https://scrandle.com/media/o/Fvjb468WYAMkbQx.webp
2026-04-03,1,right,"Pie, chips, peas and gravy",With a pint,10.0,84.9,1_right.webp,https://scrandle.com/media/o/GZ7mYizXIAAmIKb.webp
2026-04-03,2,left,"Chorizo roll, olives",With a Mahou beer,2.5,78.7,2_left.webp,https://scrandle.com/media/o/Fj9XG5GWYAIn0-H.webp
2026-04-03,2,right,Beef pastel,With a pint,2.4,81.1,2_right.webp,https://scrandle.com/media/o/F5Nx6mDWwAAgeH2.webp
2026-04-03,3,left,Chicken curry and chips,With a pint,8.5,72.2,3_left.webp,https://scrandle.com/media/o/F4tQlZHakAAoiAG.webp
2026-04-03,3,right,Chicken tikka kebab,With a pint,8.0,75.7,3_right.webp,https://scrandle.com/media/o/FQJnBPVX0AIVCsY.webp
2026-04-03,4,left,Pepperoni pizza,With a beer,19.7,67.09,4_left.webp,https://scrandle.com/media/o/F5ii5voWIAAZe4K.webp
2026-04-03,4,right,Fried chicken sandwich,With a pint,2.6,64.45,4_right.webp,https://scrandle.com/media/o/FoYeIZ4XwAENYUV.webp
2026-04-03,5,left,Pepperoni pizza,With a pint of Ringnes and a G&T,35.0,61.97,5_left.webp,https://scrandle.com/media/o/GxbsopCXQAAgHpv.webp
2026-04-03,5,right,Two tacos,With a beer,24.0,54.34,5_right.webp,https://scrandle.com/media/o/FZL7KWgXEAAbNH3.webp
2026-04-03,6,left,Pizza,With a beer,1.3,45.74,6_left.webp,https://scrandle.com/media/o/GwzTPsaWgAAF0da.webp
2026-04-03,6,right,Chili dog,With a beer,12.5,50.11,6_right.webp,https://scrandle.com/media/o/FSRKfohWYAQGp39.webp
2026-04-03,7,left,Zsiros Kenyer,Onion bread with a pint,2.2,41.7,7_left.webp,https://scrandle.com/media/o/FhSU3gZWAAAB5bq.webp
2026-04-03,7,right,Stadionplatte,With a pint,11.55,35.26,7_right.webp,https://scrandle.com/media/o/GYVh2UxXYAEA6aK.webp
2026-04-03,8,left,Zsiros kenyer,"Toast, paprika powder, garlic, onions, lard, with a beer",2.5,25.75,8_left.webp,https://scrandle.com/media/o/F2J8a8SXUAA5mLF.webp
2026-04-03,8,right,Balti pie,With a red stripe,8.5,32.64,8_right.webp,https://scrandle.com/media/o/image11.webp
2026-04-03,9,left,"Steak pie, peas and gravy",With a pint,2.8,21.1,9_left.webp,https://scrandle.com/media/o/FJx5_WFWYAI5QcF.webp
2026-04-03,9,right,Cheese quesadilla,With a pint,24.15,16.08,9_right.webp,https://scrandle.com/media/o/GZXposEXgAEy8QG.webp
