date,match_id,side,title,subtitle,price,rating,image_name,image_url
2026-05-13,0,left,Meat n potato pie,,6.0,24.07,0_left.webp,https://scrandle.com/media/o/Qvuz9OCqnLXeeRcX.webp
2026-05-13,0,right,Dirty dawg,,5.75,50.94,0_right.webp,https://scrandle.com/media/o/FgkwAFEXwAYH4aT.webp
2026-05-13,1,left,Monster breakfast baguette,,5.9,62.04,1_left.webp,https://scrandle.com/media/o/FSOgTwWXEAAxlDs.webp
2026-05-13,1,right,Sausage and Red Leicester roll,,4.0,38.54,1_right.webp,https://scrandle.com/media/o/FEAkhS-X0AYvUsk.webp
2026-05-13,2,left,Cheeseburger,,4.2,20.99,2_left.webp,https://scrandle.com/media/o/Fdb6pP-XEAY86_d.webp
2026-05-13,2,right,Breakfast deal,,3.5,7.95,2_right.webp,https://scrandle.com/media/o/0e194ba4db05e9cc28131b7a758bd8f3.webp
2026-05-13,3,left,Hot dog,,6.5,25.31,3_left.webp,https://scrandle.com/media/o/GZIVP3gXgAUyG0f.webp
2026-05-13,3,right,Hotdog,,4.45,49.9,3_right.webp,https://scrandle.com/media/o/1000002083.webp
2026-05-13,4,left,Cheesy bacon fries,,8.0,75.8,4_left.webp,https://scrandle.com/media/o/e3f4f5d9f55b5470092d31da4f0f303c.webp
2026-05-13,4,right,Bacon roll,,5.0,47.06,4_right.webp,https://scrandle.com/media/o/Ggt75KqXQAAO1Mz.webp
2026-05-13,5,left,Belgian waffles,Topped with salted caramel and biscoff,6.5,76.26,5_left.webp,https://scrandle.com/media/o/GesG3huXEAALbV2.webp
2026-05-13,5,right,Cheese Burger,,7.0,43.27,5_right.webp,https://scrandle.com/media/o/9f499ebea5fde4947a6feb553356c27f.webp
2026-05-13,6,left,All you can eat,,33.3,43.79,6_left.webp,https://scrandle.com/media/o/cee60d3ac7571bec30978a228f094ebe.webp
2026-05-13,6,right,Burger and a pint,,12.5,25.09,6_right.webp,https://scrandle.com/media/o/FQU5B8qX0AUPzTm.webp
2026-05-13,7,left,Hotdog,,4.8,33.46,7_left.webp,https://scrandle.com/media/o/Gs70uH9XoAAzKyd.webp
2026-05-13,7,right,Bratwurst,In a bun with mustard,5.6,42.78,7_right.webp,https://scrandle.com/media/o/3bratwurstbun.webp
2026-05-13,8,left,Cotton candy burrito,,11.45,17.88,8_left.webp,https://scrandle.com/media/o/GUUazRKa8AYI5x9.webp
2026-05-13,8,right,Cheesy chips,,3.0,7.33,8_right.webp,https://scrandle.com/media/o/Gc1xgFNWcAADu0G.webp
2026-05-13,9,left,Minty peas in a cup,,1.5,24.17,9_left.webp,https://scrandle.com/media/o/FFhiyonWQAMgcax.webp
2026-05-13,9,right,Hamburger,,3.2,43.99,9_right.webp,https://scrandle.com/media/o/a947cdbb740d1dab34aa3d5b26dbe1bc.webp
