date,match_id,side,title,subtitle,price,rating,image_name,image_url
2026-02-24,0,left,Chicken Burger,,6.0,33.44,0_left.webp,https://scrandle.com/media/o/GhmX_4vXYAEzuDP.webp
2026-02-24,0,right,Deep fried spaghetti and meatball fries,,8.4,70.53,0_right.webp,https://scrandle.com/media/o/FOZxzqFXwAQTb8k.webp
2026-02-24,1,left,Pizza,,6.7,17.6,1_left.webp,https://scrandle.com/media/o/FeEbU57WQAAGDjh.webp
2026-02-24,1,right,Pie and mash,With liquor and chilli vinegar,9.0,42.1,1_right.webp,https://scrandle.com/media/o/F4JDiWea0AAGpTB.webp
2026-02-24,2,left,Poutine,,5.8,71.8,2_left.webp,https://scrandle.com/media/o/F6VVRwmXAAA8E7c.webp
2026-02-24,2,right,Hot dog,,2.5,27.1,2_right.webp,https://scrandle.com/media/o/F80dpTtXMAEZAFS.webp
2026-02-24,3,left,The chippy tea butty,"Fishcake on a bed of chips, topped with mushy peas and tartar sauce",8.0,73.13,3_left.webp,https://scrandle.com/media/o/Ggc8-q2WEAAyFXF.webp
2026-02-24,3,right,Steak pie,,5.0,12.96,3_right.webp,https://scrandle.com/media/o/GifEGkdXMAAnO1l.webp
2026-02-24,4,left,Chicken wings and chips,,9.1,58.65,4_left.webp,https://scrandle.com/media/o/GgrXH7RagAAJOFo.webp
2026-02-24,4,right,Pie and peas,With brown sauce,3.5,24.21,4_right.webp,https://scrandle.com/media/o/FYdMK1lXwAAZzhW.webp
2026-02-24,5,left,Sausage roll,,2.0,35.41,5_left.webp,https://scrandle.com/media/o/Gf5hhmyWAAAfe7-.webp
2026-02-24,5,right,Roast potatoes,Topped with black pudding and peppercorn sauce,5.5,48.03,5_right.webp,https://scrandle.com/media/o/GwEu4S-WcAA-Ros.webp
2026-02-24,6,left,Hot dog,With mayo,3.0,18.76,6_left.webp,https://scrandle.com/media/o/FPrySPzXIAcW974.webp
2026-02-24,6,right,Miami veggie burger,With wedges,7.6,33.09,6_right.webp,https://scrandle.com/media/o/Gewc5pLXwAA7qna.webp
2026-02-24,7,left,Hot dog,,6.5,27.41,7_left.webp,https://scrandle.com/media/o/GZIVP3gXgAUyG0f.webp
2026-02-24,7,right,Curry pie,With a double pinter,12.5,36.62,7_right.webp,https://scrandle.com/media/o/F3z3_yaWIAEpTWc.webp
2026-02-24,8,left,Philly cheesesteak hot dog,,10.5,62.17,8_left.webp,https://scrandle.com/media/o/IMG_1742.webp
2026-02-24,8,right,Jacket potato,"With chicken curry (also available: chili and cheese, beans)",5.0,31.05,8_right.webp,https://scrandle.com/media/o/GKG_5pOW0AEzfP6.webp
2026-02-24,9,left,Pigs in blankets,With roast potatoes and gravy,5.0,77.0,9_left.webp,https://scrandle.com/media/o/Fj4fxGYXoAAwpWg.webp
2026-02-24,9,right,Mystery scran,No price data,0.0,8.4,9_right.webp,https://scrandle.com/media/o/FKNio4-WYAEp20t.webp
