date,match_id,side,title,subtitle,price,rating,image_name,image_url
2025-08-14,0,left,Black and gold creampuff,Banana cream in pastry topped with fudge sauce,5.75,71.4,0_left.webp,https://scrandle.com/media/o/FNrmGxZXsAE2l9c.webp
2025-08-14,0,right,Two slices of pizza,,2.9,53.0,0_right.webp,https://scrandle.com/media/o/FOEyk_tWQAUQDCZ.webp
2025-08-14,1,left,Pulled pork hot dog,,5.0,89.8,1_left.webp,https://scrandle.com/media/o/FMXxQe1XwAAHOJU.webp
2025-08-14,1,right,Chicken and chips,,7.0,69.1,1_right.webp,https://scrandle.com/media/o/FKHF-TLWQAEKceX.webp
2025-08-14,2,left,Double cheeseburger,With sausage and bacon,7.0,91.7,2_left.webp,https://scrandle.com/media/o/GiAGPNrXoAEFrxq.webp
2025-08-14,2,right,"Pie, chips, peas and gravy",,5.0,74.6,2_right.webp,https://scrandle.com/media/o/GGYWWMqWoAA6PNN.webp
2025-08-14,3,left,Chicken burger,With bacon and a hash brown,8.0,95.7,3_left.webp,https://scrandle.com/media/o/F9h2ytJWIAAotHi.webp
2025-08-14,3,right,Gourmet Cheese Burger,,3.45,90.8,3_right.webp,https://scrandle.com/media/o/FRqT6PjXMAAr-EO.webp
2025-08-14,4,left,Yorkshire pudding wrap,,7.95,78.2,4_left.webp,https://scrandle.com/media/o/GAHmq2AWgAA-dPf.webp
2025-08-14,4,right,Cheeseburger and cheesy chips,With water,18.0,32.1,4_right.webp,https://scrandle.com/media/o/FLtPmfgXIAEnWVz.webp
2025-08-14,5,left,O-nuts,Price for 6,9.0,58.5,5_left.webp,https://scrandle.com/media/o/FO23uRTX0Ac1dZV.webp
2025-08-14,5,right,Giant yorkshire pudding wrap,"Filled with beef, pigs in blankets, stuffing, mash, veg and gravy",8.0,91.4,5_right.webp,https://scrandle.com/media/o/FjEYyhxWAAI3U6R.webp
2025-08-14,6,left,Burger,,4.2,15.9,6_left.webp,https://scrandle.com/media/o/FMN3ssTXIAYbw84.webp
2025-08-14,6,right,Pizza and Peroni,,8.8,83.9,6_right.webp,https://scrandle.com/media/o/FmgfF86WAAEJ7Sr.webp
2025-08-14,7,left,Burger and chips,,9.5,54.3,7_left.webp,https://scrandle.com/media/o/FYSolg8XkAcOoHH.webp
2025-08-14,7,right,Chicken burger,,8.4,84.6,7_right.webp,https://scrandle.com/media/o/FZ0oIAmXwAEOUD4.webp
2025-08-14,8,left,Rindscurry,,3.3,88.1,8_left.webp,https://scrandle.com/media/o/FMEKOKUWYAY6nNW.webp
2025-08-14,8,right,Honey BBQ chicken strips,With chips,8.5,85.8,8_right.webp,https://scrandle.com/media/o/Fp0eUgPWwAE-DPL.webp
2025-08-14,9,left,Pulled pork and gravy roll,,4.0,81.9,9_left.webp,https://scrandle.com/media/o/FMhyGESXMAEHpGl.webp
2025-08-14,9,right,Paella and a beer,,4.4,90.2,9_right.webp,https://scrandle.com/media/o/Ft7eu68WIAk1Cq2.webp
