date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2026-03-31,0,left,1898399852196774030,https://x.com/KevParr/status/1898399852196774030,6.0,22.78,2025,57,2,Rochdale,ENG,0_left.webp,https://scrandle.com/media/o/Glh4mhZXoAA-Up-.webp,scrandle,center,288.9684622005894
2026-03-31,0,right,100021,,0.0,37.73,2025,520,572,The sea,NOR,0_right.webp,https://scrandle.com/media/o/1000022725.webp,scrandle,bottom,334.2342012770869
2026-03-31,1,left,100208,,4.5,28.98,2026,1613,2,Airdrieonians v Ross county,SCO,1_left.webp,https://scrandle.com/media/o/IMG_7143.webp,scrandle,center,296.55105143189843
2026-03-31,1,right,1563248699824050176,https://x.com/FootyScran/status/1563248699824050176,3.5,34.12,2022,373,2,Ayr United,SCO,1_right.webp,https://scrandle.com/media/o/FbHGZdRVEAIrAzL.webp,scrandle,center,406.8520810061551
2026-03-31,2,left,1875932951852314993,https://x.com/SportScran/status/1875932951852314993,4.5,34.45,2025,28,2,Staveley Miners Welfare Football Club,ENG,2_left.webp,https://scrandle.com/media/o/GginEuSXQAA44E0.webp,scrandle,center,344.4304265931312
2026-03-31,2,right,1856029957320835345,https://x.com/SportScran/status/1856029957320835345,9.3,17.47,2024,190,2,Ole Miss Rebels,USA,2_right.webp,https://scrandle.com/media/o/GcHxaIZXUAAlYrk.webp,scrandle,bottom right,199.80869945954524
2026-03-31,3,left,1487148558092492800,https://twitter.com/FootyScran/status/1487148558092492800,4.0,88.5,2022,244,545,Anderlecht,BEL,3_left.webp,https://scrandle.com/media/o/FKNpuaOXoAI_v64.webp,scrandle,center,378.58687567466126
2026-03-31,3,right,1726190602784809193,https://twitter.com/FootyScran/status/1726190602784809193,0.38,82.8,2023,124,2,Bengaluru FC,IND,3_right.webp,https://scrandle.com/media/o/F_SpM--XQAAsRcu.webp,scrandle,center,323.67595119458974
2026-03-31,4,left,1965843393541742592,https://x.com/FootyScran/status/1965843393541742592,4.5,66.19,2025,43,294,Huddersfield Town,ENG,4_left.webp,https://scrandle.com/media/o/G0gUJQhWcAASfT5.webp,scrandle,center,521.7926389698166
2026-03-31,4,right,100067,https://x.com/FootyScran/status/1982060580723720413,6.0,11.45,2025,735,847,AEK Athens,GRE,4_right.webp,https://scrandle.com/media/o/G4Gxlk1WUAAvXf3.webp,scrandle,center,99.46629103258246
2026-03-31,5,left,1510576739138752515,https://twitter.com/FootyScran/status/1510576739138752515,4.25,11.8,2022,16,2,Wolves FC,ENG,5_left.webp,https://scrandle.com/media/o/FPaliYgX0AUZ1Q0.webp,scrandle,center,164.98811181308562
2026-03-31,5,right,1958503534481052148,https://x.com/FootyScran/status/1958503534481052148,7.5,91.7,2025,253,2,Leeds United,ENG,5_right.webp,https://scrandle.com/media/o/Gy4AlPeWMAEGb9y.webp,scrandle,center,620.5980919063101
2026-03-31,6,left,1944820140069061042,https://x.com/SportScran/status/1944820140069061042,5.0,77.05,2025,743,2,Chadderton FC,ENG,6_left.webp,https://scrandle.com/media/o/Gv1jm4KWwAIED-6.webp,scrandle,center,549.3572020121023
2026-03-31,6,right,1503083291565608964,https://x.com/FootyScran/status/1503083291565608964,18.0,30.79,2022,749,2,Philadelphia Union,USA,6_right.webp,https://scrandle.com/media/o/FNwGSJGX0AYWP3k.webp,scrandle,center,293.04159390493857
2026-03-31,7,left,1967075704996327448,https://x.com/Beckerr_XP/status/1967075704996327448,,40.06,2025,526,2,Unknown Location,USA,7_left.webp,https://scrandle.com/media/o/G0x07UtW8AE-C8A.webp,scrandle,center,395.879718046149
2026-03-31,7,right,1739657019177509072,https://x.com/FootyScran/status/1739657019177509072,5.75,9.54,2023,3,2,Queens Park Rangers,ENG,7_right.webp,https://scrandle.com/media/o/GCSA1gtW4AAO-UO.webp,scrandle,center,163.53590584463555
2026-03-31,8,left,1585297764182695936,https://twitter.com/FootyScran/status/1585297764182695936,7.0,90.4,2022,4,1173,Basingstoke Town FC,ENG,8_left.webp,https://scrandle.com/media/o/FgAb6M0XgAgNhjN.webp,scrandle,center,458.96248255083503
2026-03-31,8,right,1504444166335602694,https://twitter.com/FootyScran/status/1504444166335602694,4.5,71.2,2022,8,542,Stockport County,ENG,8_right.webp,https://scrandle.com/media/o/FODb_jkXoAUE73p.webp,scrandle,center,223.65455600779487
2026-03-31,9,left,100164,,5.35,65.41,2025,2284,2773,Newfoundland,CAN,9_left.webp,https://scrandle.com/media/o/image4.webp,scrandle,center,473.1482725782318
2026-03-31,9,right,1880553174014341284,https://x.com/FootyScran/status/1880553174014341284,3.3,19.53,2025,528,2,Sydney v Brisbane,AUS,9_right.webp,https://scrandle.com/media/o/Ghjspq6acAI1KHj.webp,scrandle,center,161.5519680709362
