date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2025-06-16,0,left,1622853677538050049,https://twitter.com/FootyScran/status/1622853677538050049,0.45,31.3,2023,327,2,Sukhothai FC,THA,0_left.webp,https://scrandle.com/media/o/FoWI0RGXsAM6ex9.webp,scrandle,center,130.72868212359018
2025-06-16,0,right,1715074555952181648,https://twitter.com/FootyScran/status/1715074555952181648,11.5,60.0,2023,74,2,Wembley,ENG,0_right.webp,https://scrandle.com/media/o/F80rNnUWYAAaH10.webp,scrandle,center,416.9383902263771
2025-06-16,1,left,1511068389015494656,https://twitter.com/FootyScran/status/1511068389015494656,5.0,86.1,2022,967,2,Avro FC,ENG,1_left.webp,https://scrandle.com/media/o/FPhksFxX0As-Q8x.webp,scrandle,center,473.7489439636855
2025-06-16,1,right,1650101559642947588,https://twitter.com/FootyScran/status/1650101559642947588,7.0,79.0,2023,968,2,Dagenham & Redbridge,ENG,1_right.webp,https://scrandle.com/media/o/FuZWnxSX0AA7ULC.webp,scrandle,center,347.5847947874042
2025-06-16,2,left,1633529337214320641,https://twitter.com/FootyScran/status/1633529337214320641,6.0,94.4,2023,932,2,Harpenden Town,ENG,2_left.webp,https://scrandle.com/media/o/Fqt2RWgWYAozwaI.webp,scrandle,center,528.1697279921631
2025-06-16,2,right,1711791644729577764,https://twitter.com/FootyScran/status/1711791644729577764,5.0,57.6,2023,105,2,Dafen AFC,WAL,2_right.webp,https://scrandle.com/media/o/F8GBbNqXYAAMlct.webp,scrandle,center,321.12607475048094
2025-06-16,3,left,1508361476569980936,https://twitter.com/FootyScran/status/1508361476569980936,5.8,87.6,2022,937,2,West Adelaide Raptors,AUS,3_left.webp,https://scrandle.com/media/o/FO7GxEkXEAIyZDr.webp,scrandle,center,502.6250101621938
2025-06-16,3,right,1657175880026791936,https://twitter.com/FootyScran/status/1657175880026791936,4.8,87.8,2023,658,2,Corinthians,BRA,3_right.webp,https://scrandle.com/media/o/Fv94rfCWAAA0R15.webp,scrandle,center,411.6587670036559
2025-06-16,4,left,1609998320298074113,https://twitter.com/FootyScran/status/1609998320298074113,4.0,6.6,2023,16,2,West Brom,ENG,4_left.webp,https://scrandle.com/media/o/Flfc720WQAMvvwu.webp,scrandle,center,120.92206837921631
2025-06-16,4,right,1570745045791408139,https://twitter.com/FootyScran/status/1570745045791408139,6.0,87.4,2022,963,1193,Knaphill FC,ENG,4_right.webp,https://scrandle.com/media/o/FcxoSt9WAAEVCOq.webp,scrandle,center,409.7809277231255
2025-06-16,5,left,1748679166768070774,https://twitter.com/FootyScran/status/1748679166768070774,27.0,45.5,2024,34,141,Arsenal,ENG,5_left.webp,https://scrandle.com/media/o/GESObpLWgAAKbQN.webp,scrandle,center,457.9099880993735
2025-06-16,5,right,1555915577998426112,https://twitter.com/FootyScran/status/1555915577998426112,4.0,15.1,2022,82,2,Leeds,ENG,5_right.webp,https://scrandle.com/media/o/FZe474kWYAIW7Qq.webp,scrandle,center,177.01900470085943
2025-06-16,6,left,1728085238457225556,https://twitter.com/FootyScran/status/1728085238457225556,2.6,90.7,2023,39,2,Viktoria Koln,GER,6_left.webp,https://scrandle.com/media/o/F_tkXOEXIAA18Nh.webp,scrandle,center,356.9800961361614
2025-06-16,6,right,1508084734722818049,https://twitter.com/FootyScran/status/1508084734722818049,10.75,65.8,2022,10,2,Wembley Stadium,ENG,6_right.webp,https://scrandle.com/media/o/FO3LEjmXsAAQoQ2.webp,scrandle,center,446.8614449833937
2025-06-16,7,left,1543338932775124992,https://twitter.com/FootyScran/status/1543338932775124992,1.5,84.0,2022,969,2,Deportivo Tachira,VEN,7_left.webp,https://scrandle.com/media/o/FWsKk8EWYAIK1vx.webp,scrandle,center,278.1390351516639
2025-06-16,7,right,1544014363346014214,https://twitter.com/FootyScran/status/1544014363346014214,9.0,14.5,2022,207,2,Michael Buble concert,ENG,7_right.webp,https://scrandle.com/media/o/FW1w3BIXwAEjUkA.webp,scrandle,center,180.69369581881284
2025-06-16,8,left,1763199569964212608,https://x.com/FootyScran/status/1763199569964212608,14.0,92.3,2024,1875,2517,LA FC,USA,8_left.webp,https://scrandle.com/media/o/GHgkp9aWAAIB8nb.webp,scrandle,center,671.1098894067591
2025-06-16,8,right,1560300136135331842,https://twitter.com/FootyScran/status/1560300136135331842,2.4,73.1,2022,448,2,SK Hranice,CZE,8_right.webp,https://scrandle.com/media/o/FadMs56WYAA10Hz.webp,scrandle,center,275.0577377880132
2025-06-16,9,left,1495044311892865025,https://twitter.com/FootyScran/status/1495044311892865025,6.0,74.6,2022,270,2,Arsenal,ENG,9_left.webp,https://scrandle.com/media/o/FL924AcXoAwJU0C.webp,scrandle,center,341.0361981172352
2025-06-16,9,right,1542129138596777984,https://twitter.com/FootyScran/status/1542129138596777984,9.0,75.1,2022,476,222,Wimbledon,ENG,9_right.webp,https://scrandle.com/media/o/FWa-RpwWAAMSkAo.webp,scrandle,center,219.96114259895404
